source,end,weight
0,1,11
0,2,4
0,3,9
0,4,1
0,5,11
0,6,12
0,7,10
0,8,11
0,9,7
1,0,11
1,2,1
1,3,13
1,4,8
1,5,15
1,6,18
1,7,3
1,8,3
1,9,2
2,0,4
2,1,1
2,3,6
2,4,9
2,5,15
2,6,2
2,7,11
2,8,8
2,9,12
3,0,9
3,1,13
3,2,6
3,4,2
3,5,16
3,6,17
3,7,6
3,8,18
3,9,15
4,0,1
4,1,8
4,2,9
4,3,2
4,5,1
4,6,1
4,7,10
4,8,19
4,9,6
5,0,11
5,1,15
5,2,15
5,3,16
5,4,1
5,6,8
5,7,6
5,8,15
5,9,2
6,0,12
6,1,18
6,2,2
6,3,17
6,4,1
6,5,8
6,7,18
6,8,2
6,9,11
7,0,10
7,1,3
7,2,11
7,3,6
7,4,10
7,5,6
7,6,18
7,8,12
7,9,5
8,0,11
8,1,3
8,2,8
8,3,18
8,4,19
8,5,15
8,6,2
8,7,12
8,9,4
9,0,7
9,1,2
9,2,12
9,3,15
9,4,6
9,5,2
9,6,11
9,7,5
9,8,4
