source,end,weight
0,1,9
0,2,16
0,3,14
0,4,9
0,5,12
0,6,19
0,7,12
0,8,9
0,9,8
0,10,3
0,11,18
0,12,12
0,13,16
0,14,6
1,0,9
1,2,8
1,3,4
1,4,7
1,5,5
1,6,11
1,7,12
1,8,8
1,9,7
1,10,11
1,11,2
1,12,4
1,13,6
1,14,5
2,0,16
2,1,8
2,3,15
2,4,7
2,5,3
2,6,17
2,7,15
2,8,13
2,9,19
2,10,5
2,11,16
2,12,18
2,13,8
2,14,15
3,0,14
3,1,4
3,2,15
3,4,9
3,5,19
3,6,14
3,7,16
3,8,10
3,9,14
3,10,9
3,11,18
3,12,10
3,13,10
3,14,15
4,0,9
4,1,7
4,2,7
4,3,9
4,5,1
4,6,12
4,7,1
4,8,19
4,9,9
4,10,13
4,11,11
4,12,9
4,13,3
4,14,10
5,0,12
5,1,5
5,2,3
5,3,19
5,4,1
5,6,6
5,7,7
5,8,7
5,9,19
5,10,2
5,11,5
5,12,9
5,13,18
5,14,7
6,0,19
6,1,11
6,2,17
6,3,14
6,4,12
6,5,6
6,7,6
6,8,2
6,9,19
6,10,12
6,11,6
6,12,11
6,13,9
6,14,4
7,0,12
7,1,12
7,2,15
7,3,16
7,4,1
7,5,7
7,6,6
7,8,1
7,9,17
7,10,12
7,11,17
7,12,9
7,13,7
7,14,11
8,0,9
8,1,8
8,2,13
8,3,10
8,4,19
8,5,7
8,6,2
8,7,1
8,9,6
8,10,18
8,11,16
8,12,14
8,13,8
8,14,12
9,0,8
9,1,7
9,2,19
9,3,14
9,4,9
9,5,19
9,6,19
9,7,17
9,8,6
9,10,16
9,11,18
9,12,5
9,13,1
9,14,9
10,0,3
10,1,11
10,2,5
10,3,9
10,4,13
10,5,2
10,6,12
10,7,12
10,8,18
10,9,16
10,11,5
10,12,12
10,13,15
10,14,19
11,0,18
11,1,2
11,2,16
11,3,18
11,4,11
11,5,5
11,6,6
11,7,17
11,8,16
11,9,18
11,10,5
11,12,10
11,13,8
11,14,18
12,0,12
12,1,4
12,2,18
12,3,10
12,4,9
12,5,9
12,6,11
12,7,9
12,8,14
12,9,5
12,10,12
12,11,10
12,13,19
12,14,2
13,0,16
13,1,6
13,2,8
13,3,10
13,4,3
13,5,18
13,6,9
13,7,7
13,8,8
13,9,1
13,10,15
13,11,8
13,12,19
13,14,16
14,0,6
14,1,5
14,2,15
14,3,15
14,4,10
14,5,7
14,6,4
14,7,11
14,8,12
14,9,9
14,10,19
14,11,18
14,12,2
14,13,16
