source,end,weight
0,1,9
0,2,16
0,3,14
0,4,9
0,5,12
0,6,19
0,7,12
0,8,9
0,9,8
1,0,9
1,2,3
1,3,18
1,4,12
1,5,16
1,6,6
1,7,8
1,8,4
1,9,7
2,0,16
2,1,3
2,3,5
2,4,11
2,5,12
2,6,8
2,7,7
2,8,11
2,9,2
3,0,14
3,1,18
3,2,5
3,4,4
3,5,6
3,6,5
3,7,15
3,8,7
3,9,3
4,0,9
4,1,12
4,2,11
4,3,4
4,5,17
4,6,15
4,7,13
4,8,19
4,9,5
5,0,12
5,1,16
5,2,12
5,3,6
5,4,17
5,6,16
5,7,18
5,8,8
5,9,15
6,0,19
6,1,6
6,2,8
6,3,5
6,4,15
6,5,16
6,7,9
6,8,19
6,9,14
7,0,12
7,1,8
7,2,7
7,3,15
7,4,13
7,5,18
7,6,9
7,8,16
7,9,10
8,0,9
8,1,4
8,2,11
8,3,7
8,4,19
8,5,8
8,6,19
8,7,16
8,9,14
9,0,8
9,1,7
9,2,2
9,3,3
9,4,5
9,5,15
9,6,14
9,7,10
9,8,14
