source,end,weight
0,1,13
0,2,16
0,3,1
0,4,4
0,5,4
0,6,8
0,7,10
0,8,19
0,9,5
0,10,7
0,11,13
0,12,2
0,13,7
0,14,8
1,0,13
1,2,15
1,3,18
1,4,6
1,5,14
1,6,9
1,7,10
1,8,17
1,9,6
1,10,16
1,11,16
1,12,1
1,13,19
1,14,4
2,0,16
2,1,15
2,3,18
2,4,15
2,5,8
2,6,1
2,7,2
2,8,10
2,9,1
2,10,11
2,11,4
2,12,12
2,13,19
2,14,3
3,0,1
3,1,18
3,2,18
3,4,1
3,5,1
3,6,5
3,7,6
3,8,7
3,9,9
3,10,18
3,11,16
3,12,5
3,13,10
3,14,11
4,0,4
4,1,6
4,2,15
4,3,1
4,5,2
4,6,2
4,7,8
4,8,10
4,9,4
4,10,7
4,11,12
4,12,15
4,13,19
4,14,1
5,0,4
5,1,14
5,2,8
5,3,1
5,4,2
5,6,15
5,7,4
5,8,13
5,9,11
5,10,12
5,11,5
5,12,7
5,13,5
5,14,16
6,0,8
6,1,9
6,2,1
6,3,5
6,4,2
6,5,15
6,7,4
6,8,13
6,9,5
6,10,9
6,11,15
6,12,16
6,13,4
6,14,16
7,0,10
7,1,10
7,2,2
7,3,6
7,4,8
7,5,4
7,6,4
7,8,14
7,9,17
7,10,18
7,11,6
7,12,10
7,13,4
7,14,1
8,0,19
8,1,17
8,2,10
8,3,7
8,4,10
8,5,13
8,6,13
8,7,14
8,9,6
8,10,1
8,11,18
8,12,19
8,13,5
8,14,3
9,0,5
9,1,6
9,2,1
9,3,9
9,4,4
9,5,11
9,6,5
9,7,17
9,8,6
9,10,17
9,11,4
9,12,3
9,13,11
9,14,14
10,0,7
10,1,16
10,2,11
10,3,18
10,4,7
10,5,12
10,6,9
10,7,18
10,8,1
10,9,17
10,11,17
10,12,8
10,13,10
10,14,1
11,0,13
11,1,16
11,2,4
11,3,16
11,4,12
11,5,5
11,6,15
11,7,6
11,8,18
11,9,4
11,10,17
11,12,11
11,13,19
11,14,12
12,0,2
12,1,1
12,2,12
12,3,5
12,4,15
12,5,7
12,6,16
12,7,10
12,8,19
12,9,3
12,10,8
12,11,11
12,13,3
12,14,3
13,0,7
13,1,19
13,2,19
13,3,10
13,4,19
13,5,5
13,6,4
13,7,4
13,8,5
13,9,11
13,10,10
13,11,19
13,12,3
13,14,4
14,0,8
14,1,4
14,2,3
14,3,11
14,4,1
14,5,16
14,6,16
14,7,1
14,8,3
14,9,14
14,10,1
14,11,12
14,12,3
14,13,4
