source,end,weight
0,1,6
0,2,12
0,3,13
0,4,9
0,5,10
0,6,12
0,7,6
0,8,16
0,9,1
0,10,17
0,11,2
0,12,13
0,13,8
0,14,14
0,15,7
0,16,19
0,17,6
1,0,6
1,2,19
1,3,12
1,4,11
1,5,15
1,6,19
1,7,5
1,8,10
1,9,18
1,10,1
1,11,14
1,12,10
1,13,10
1,14,8
1,15,2
1,16,1
1,17,18
2,0,12
2,1,19
2,3,9
2,4,14
2,5,16
2,6,11
2,7,9
2,8,8
2,9,4
2,10,7
2,11,18
2,12,4
2,13,5
2,14,18
2,15,12
2,16,13
2,17,17
3,0,13
3,1,12
3,2,9
3,4,14
3,5,10
3,6,19
3,7,16
3,8,1
3,9,5
3,10,16
3,11,3
3,12,8
3,13,9
3,14,10
3,15,4
3,16,8
3,17,5
4,0,9
4,1,11
4,2,14
4,3,14
4,5,6
4,6,7
4,7,9
4,8,1
4,9,3
4,10,11
4,11,16
4,12,16
4,13,8
4,14,11
4,15,15
4,16,1
4,17,2
5,0,10
5,1,15
5,2,16
5,3,10
5,4,6
5,6,18
5,7,14
5,8,4
5,9,1
5,10,14
5,11,7
5,12,7
5,13,3
5,14,13
5,15,12
5,16,8
5,17,14
6,0,12
6,1,19
6,2,11
6,3,19
6,4,7
6,5,18
6,7,9
6,8,12
6,9,13
6,10,12
6,11,5
6,12,8
6,13,8
6,14,14
6,15,5
6,16,17
6,17,19
7,0,6
7,1,5
7,2,9
7,3,16
7,4,9
7,5,14
7,6,9
7,8,1
7,9,14
7,10,11
7,11,18
7,12,8
7,13,11
7,14,1
7,15,13
7,16,2
7,17,10
8,0,16
8,1,10
8,2,8
8,3,1
8,4,1
8,5,4
8,6,12
8,7,1
8,9,19
8,10,2
8,11,3
8,12,13
8,13,8
8,14,3
8,15,11
8,16,1
8,17,10
9,0,1
9,1,18
9,2,4
9,3,5
9,4,3
9,5,1
9,6,13
9,7,14
9,8,19
9,10,19
9,11,7
9,12,3
9,13,8
9,14,8
9,15,17
9,16,16
9,17,6
10,0,17
10,1,1
10,2,7
10,3,16
10,4,11
10,5,14
10,6,12
10,7,11
10,8,2
10,9,19
10,11,18
10,12,11
10,13,17
10,14,6
10,15,14
10,16,18
10,17,19
11,0,2
11,1,14
11,2,18
11,3,3
11,4,16
11,5,7
11,6,5
11,7,18
11,8,3
11,9,7
11,10,18
11,12,2
11,13,11
11,14,1
11,15,8
11,16,1
11,17,18
12,0,13
12,1,10
12,2,4
12,3,8
12,4,16
12,5,7
12,6,8
12,7,8
12,8,13
12,9,3
12,10,11
12,11,2
12,13,15
12,14,14
12,15,12
12,16,7
12,17,14
13,0,8
13,1,10
13,2,5
13,3,9
13,4,8
13,5,3
13,6,8
13,7,11
13,8,8
13,9,8
13,10,17
13,11,11
13,12,15
13,14,16
13,15,10
13,16,3
13,17,8
14,0,14
14,1,8
14,2,18
14,3,10
14,4,11
14,5,13
14,6,14
14,7,1
14,8,3
14,9,8
14,10,6
14,11,1
14,12,14
14,13,16
14,15,6
14,16,5
14,17,6
15,0,7
15,1,2
15,2,12
15,3,4
15,4,15
15,5,12
15,6,5
15,7,13
15,8,11
15,9,17
15,10,14
15,11,8
15,12,12
15,13,10
15,14,6
15,16,9
15,17,14
16,0,19
16,1,1
16,2,13
16,3,8
16,4,1
16,5,8
16,6,17
16,7,2
16,8,1
16,9,16
16,10,18
16,11,1
16,12,7
16,13,3
16,14,5
16,15,9
16,17,18
17,0,6
17,1,18
17,2,17
17,3,5
17,4,2
17,5,14
17,6,19
17,7,10
17,8,10
17,9,6
17,10,19
17,11,18
17,12,14
17,13,8
17,14,6
17,15,14
17,16,18
