source,end,weight
0,1,9
0,11,16
1,0,9
1,2,14
1,12,9
2,1,14
2,3,12
2,13,19
3,2,12
3,4,12
3,14,9
4,3,12
4,5,8
4,15,3
5,4,8
5,6,18
5,16,12
6,5,18
6,7,16
6,17,6
7,6,16
7,8,8
7,18,4
8,7,8
8,9,7
8,19,5
9,8,7
9,10,11
9,20,12
10,9,11
10,21,8
11,0,16
11,12,7
12,1,9
12,11,7
12,13,11
13,2,19
13,12,11
13,14,2
14,3,9
14,13,2
14,15,4
15,4,3
15,14,4
15,16,6
16,5,12
16,15,6
16,17,5
17,6,6
17,16,5
17,18,15
18,7,4
18,17,15
18,19,7
19,8,5
19,18,7
19,20,3
20,9,12
20,19,3
20,21,17
21,10,8
21,20,17
