source,end,weight
0,1,15
0,12,6
1,0,15
1,2,2
1,13,9
2,1,2
2,3,9
2,14,19
3,2,9
3,4,10
3,15,8
4,3,10
4,5,14
4,16,9
5,4,14
5,6,5
5,17,19
6,5,5
6,7,13
6,18,7
7,6,13
7,8,11
7,19,4
8,7,11
8,9,1
8,20,10
9,8,1
9,10,7
9,21,7
10,9,7
10,11,3
10,22,15
11,10,3
11,23,9
12,0,6
12,13,18
13,1,9
13,12,18
13,14,3
14,2,19
14,13,3
14,15,1
15,3,8
15,14,1
15,16,9
16,4,9
16,15,9
16,17,11
17,5,19
17,16,11
17,18,14
18,6,7
18,17,14
18,19,2
19,7,4
19,18,2
19,20,1
20,8,10
20,19,1
20,21,14
21,9,7
21,20,14
21,22,4
22,10,15
22,21,4
22,23,19
23,11,9
23,22,19
