source,end,weight
0,1,13
0,13,16
1,0,13
1,2,1
1,14,4
2,1,1
2,3,4
2,15,8
3,2,4
3,4,10
3,16,19
4,3,10
4,5,5
4,17,7
5,4,5
5,6,13
5,18,2
6,5,13
6,7,7
6,19,8
7,6,7
7,8,15
7,20,18
8,7,15
8,9,6
8,21,14
9,8,6
9,10,9
9,22,10
10,9,9
10,11,17
10,23,6
11,10,17
11,12,16
11,24,16
12,11,16
12,25,1
13,0,16
13,14,19
14,1,4
14,13,19
14,15,4
15,2,8
15,14,4
15,16,18
16,3,19
16,15,18
16,17,15
17,4,7
17,16,15
17,18,8
18,5,2
18,17,8
18,19,1
19,6,8
19,18,1
19,20,2
20,7,18
20,19,2
20,21,10
21,8,14
21,20,10
21,22,1
22,9,10
22,21,1
22,23,11
23,10,6
23,22,11
23,24,4
24,11,16
24,23,4
24,25,12
25,12,1
25,24,12
