source,end,weight
0,1,15
0,2,6
0,3,2
0,4,9
0,5,9
0,6,19
0,7,10
0,8,8
0,9,14
0,10,9
0,11,5
0,12,19
0,13,13
0,14,7
1,0,15
1,2,11
1,3,4
1,4,1
1,5,10
1,6,7
1,7,7
1,8,3
1,9,15
1,10,9
1,11,18
1,12,3
1,13,1
1,14,9
2,0,6
2,1,11
2,3,11
2,4,14
2,5,2
2,6,1
2,7,14
2,8,4
2,9,19
2,10,16
2,11,3
2,12,19
2,13,18
2,14,17
3,0,2
3,1,4
3,2,11
3,4,18
3,5,10
3,6,17
3,7,13
3,8,19
3,9,4
3,10,12
3,11,19
3,12,7
3,13,8
3,14,14
4,0,9
4,1,1
4,2,14
4,3,18
4,5,11
4,6,8
4,7,10
4,8,19
4,9,17
4,10,16
4,11,5
4,12,12
4,13,9
4,14,6
5,0,9
5,1,10
5,2,2
5,3,10
5,4,11
5,6,9
5,7,8
5,8,1
5,9,5
5,10,12
5,11,9
5,12,5
5,13,9
5,14,18
6,0,19
6,1,7
6,2,1
6,3,17
6,4,8
6,5,9
6,7,15
6,8,10
6,9,5
6,10,19
6,11,4
6,12,5
6,13,8
6,14,7
7,0,10
7,1,7
7,2,14
7,3,13
7,4,10
7,5,8
7,6,15
7,8,9
7,9,1
7,10,4
7,11,12
7,12,13
7,13,11
7,14,18
8,0,8
8,1,3
8,2,4
8,3,19
8,4,19
8,5,1
8,6,10
8,7,9
8,9,2
8,10,12
8,11,16
8,12,14
8,13,1
8,14,11
9,0,14
9,1,15
9,2,19
9,3,4
9,4,17
9,5,5
9,6,5
9,7,1
9,8,2
9,10,9
9,11,8
9,12,7
9,13,16
9,14,9
10,0,9
10,1,9
10,2,16
10,3,12
10,4,16
10,5,12
10,6,19
10,7,4
10,8,12
10,9,9
10,11,1
10,12,19
10,13,2
10,14,15
11,0,5
11,1,18
11,2,3
11,3,19
11,4,5
11,5,9
11,6,4
11,7,12
11,8,16
11,9,8
11,10,1
11,12,11
11,13,18
11,14,4
12,0,19
12,1,3
12,2,19
12,3,7
12,4,12
12,5,5
12,6,5
12,7,13
12,8,14
12,9,7
12,10,19
12,11,11
12,13,2
12,14,4
13,0,13
13,1,1
13,2,18
13,3,8
13,4,9
13,5,9
13,6,8
13,7,11
13,8,1
13,9,16
13,10,2
13,11,18
13,12,2
13,14,11
14,0,7
14,1,9
14,2,17
14,3,14
14,4,6
14,5,18
14,6,7
14,7,18
14,8,11
14,9,9
14,10,15
14,11,4
14,12,4
14,13,11
