source,end,weight
0,1,15
0,2,6
0,3,2
0,4,9
0,5,9
0,6,19
0,7,10
0,8,8
0,9,14
0,10,9
0,11,5
1,0,15
1,2,19
1,3,13
1,4,7
1,5,11
1,6,4
1,7,1
1,8,10
1,9,7
1,10,7
1,11,3
2,0,6
2,1,19
2,3,15
2,4,9
2,5,18
2,6,3
2,7,1
2,8,9
2,9,11
2,10,14
2,11,2
3,0,2
3,1,13
3,2,15
3,4,1
3,5,14
3,6,4
3,7,19
3,8,16
3,9,3
3,10,19
3,11,18
4,0,9
4,1,7
4,2,9
4,3,1
4,5,17
4,6,18
4,7,10
4,8,17
4,9,13
4,10,19
4,11,4
5,0,9
5,1,11
5,2,18
5,3,14
5,4,17
5,6,12
5,7,19
5,8,7
5,9,8
5,10,14
5,11,11
6,0,19
6,1,4
6,2,3
6,3,4
6,4,18
6,5,12
6,7,8
6,8,10
6,9,19
6,10,17
6,11,16
7,0,10
7,1,1
7,2,1
7,3,19
7,4,10
7,5,19
7,6,8
7,8,5
7,9,12
7,10,9
7,11,6
8,0,8
8,1,10
8,2,9
8,3,16
8,4,17
8,5,7
8,6,10
8,7,5
8,9,9
8,10,8
8,11,1
9,0,14
9,1,7
9,2,11
9,3,3
9,4,13
9,5,8
9,6,19
9,7,12
9,8,9
9,10,5
9,11,12
10,0,9
10,1,7
10,2,14
10,3,19
10,4,19
10,5,14
10,6,17
10,7,9
10,8,8
10,9,5
10,11,9
11,0,5
11,1,3
11,2,2
11,3,18
11,4,4
11,5,11
11,6,16
11,7,6
11,8,1
11,9,12
11,10,9
