source,end,weight
0,1,6
0,11,12
1,0,6
1,2,13
1,12,9
2,1,13
2,3,10
2,13,12
3,2,10
3,4,6
3,14,16
4,3,6
4,5,1
4,15,17
5,4,1
5,6,2
5,16,13
6,5,2
6,7,8
6,17,14
7,6,8
7,8,7
7,18,19
8,7,7
8,9,6
8,19,19
9,8,6
9,10,12
9,20,11
10,9,12
10,21,15
11,0,12
11,12,19
12,1,9
12,11,19
12,13,5
13,2,12
13,12,5
13,14,10
14,3,16
14,13,10
14,15,18
15,4,17
15,14,18
15,16,1
16,5,13
16,15,1
16,17,14
17,6,14
17,16,14
17,18,10
18,7,19
18,17,10
18,19,10
19,8,19
19,18,10
19,20,8
20,9,11
20,19,8
20,21,2
21,10,15
21,20,2
