source,end,weight
0,1,11
0,2,4
0,3,9
0,4,1
0,5,11
0,6,12
0,7,10
0,8,11
0,9,7
0,10,1
0,11,13
0,12,8
0,13,15
0,14,18
1,0,11
1,2,3
1,3,3
1,4,2
1,5,6
1,6,9
1,7,15
1,8,2
1,9,11
1,10,8
1,11,12
1,12,2
1,13,16
1,14,17
2,0,4
2,1,3
2,3,6
2,4,18
2,5,15
2,6,1
2,7,1
2,8,10
2,9,19
2,10,6
2,11,8
2,12,6
2,13,15
2,14,2
3,0,9
3,1,3
3,2,6
3,4,18
3,5,2
3,6,11
3,7,12
3,8,5
3,9,4
3,10,17
3,11,17
3,12,1
3,13,17
3,14,19
4,0,1
4,1,2
4,2,18
4,3,18
4,5,19
4,6,12
4,7,1
4,8,14
4,9,6
4,10,17
4,11,2
4,12,18
4,13,19
4,14,3
5,0,11
5,1,6
5,2,15
5,3,2
5,4,19
5,6,5
5,7,9
5,8,13
5,9,17
5,10,11
5,11,17
5,12,5
5,13,18
5,14,18
6,0,12
6,1,9
6,2,1
6,3,11
6,4,12
6,5,5
6,7,9
6,8,8
6,9,1
6,10,17
6,11,10
6,12,2
6,13,16
6,14,12
7,0,10
7,1,15
7,2,1
7,3,12
7,4,1
7,5,9
7,6,9
7,8,11
7,9,17
7,10,17
7,11,13
7,12,5
7,13,13
7,14,13
8,0,11
8,1,2
8,2,10
8,3,5
8,4,14
8,5,13
8,6,8
8,7,11
8,9,17
8,10,3
8,11,8
8,12,19
8,13,2
8,14,4
9,0,7
9,1,11
9,2,19
9,3,4
9,4,6
9,5,17
9,6,1
9,7,17
9,8,17
9,10,14
9,11,19
9,12,2
9,13,19
9,14,3
10,0,1
10,1,8
10,2,6
10,3,17
10,4,17
10,5,11
10,6,17
10,7,17
10,8,3
10,9,14
10,11,4
10,12,18
10,13,12
10,14,8
11,0,13
11,1,12
11,2,8
11,3,17
11,4,2
11,5,17
11,6,10
11,7,13
11,8,8
11,9,19
11,10,4
11,12,2
11,13,12
11,14,1
12,0,8
12,1,2
12,2,6
12,3,1
12,4,18
12,5,5
12,6,2
12,7,5
12,8,19
12,9,2
12,10,18
12,11,2
12,13,17
12,14,12
13,0,15
13,1,16
13,2,15
13,3,17
13,4,19
13,5,18
13,6,16
13,7,13
13,8,2
13,9,19
13,10,12
13,11,12
13,12,17
13,14,9
14,0,18
14,1,17
14,2,2
14,3,19
14,4,3
14,5,18
14,6,12
14,7,13
14,8,4
14,9,3
14,10,8
14,11,1
14,12,12
14,13,9
