source,end,weight
0,1,15
0,2,6
0,3,2
0,4,9
0,5,9
0,6,19
0,7,10
0,8,8
0,9,14
0,10,9
0,11,5
0,12,19
0,13,13
0,14,7
0,15,11
0,16,4
1,0,15
1,2,1
1,3,10
1,4,7
1,5,7
1,6,3
1,7,15
1,8,9
1,9,18
1,10,3
1,11,1
1,12,9
1,13,11
1,14,14
1,15,2
1,16,1
2,0,6
2,1,1
2,3,14
2,4,4
2,5,19
2,6,16
2,7,3
2,8,19
2,9,18
2,10,17
2,11,18
2,12,10
2,13,17
2,14,13
2,15,19
2,16,4
3,0,2
3,1,10
3,2,14
3,4,12
3,5,19
3,6,7
3,7,8
3,8,14
3,9,11
3,10,8
3,11,10
3,12,19
3,13,17
3,14,16
3,15,5
3,16,12
4,0,9
4,1,7
4,2,4
4,3,12
4,5,9
4,6,6
4,7,9
4,8,8
4,9,1
4,10,5
4,11,12
4,12,9
4,13,5
4,14,9
4,15,18
4,16,15
5,0,9
5,1,7
5,2,19
5,3,19
5,4,9
5,6,10
5,7,5
5,8,19
5,9,4
5,10,5
5,11,8
5,12,7
5,13,9
5,14,1
5,15,4
5,16,12
6,0,19
6,1,3
6,2,16
6,3,7
6,4,6
6,5,10
6,7,13
6,8,11
6,9,18
6,10,2
6,11,12
6,12,16
6,13,14
6,14,1
6,15,11
6,16,9
7,0,10
7,1,15
7,2,3
7,3,8
7,4,9
7,5,5
7,6,13
7,8,8
7,9,7
7,10,16
7,11,9
7,12,1
7,13,19
7,14,2
7,15,15
7,16,11
8,0,8
8,1,9
8,2,19
8,3,14
8,4,8
8,5,19
8,6,11
8,7,8
8,9,18
8,10,4
8,11,2
8,12,4
8,13,11
8,14,17
8,15,8
8,16,11
9,0,14
9,1,18
9,2,18
9,3,11
9,4,1
9,5,4
9,6,18
9,7,7
9,8,18
9,10,8
9,11,10
9,12,16
9,13,10
9,14,4
9,15,11
9,16,3
10,0,9
10,1,3
10,2,17
10,3,8
10,4,5
10,5,5
10,6,2
10,7,16
10,8,4
10,9,8
10,11,7
10,12,8
10,13,10
10,14,12
10,15,1
10,16,6
11,0,5
11,1,1
11,2,18
11,3,10
11,4,12
11,5,8
11,6,12
11,7,9
11,8,2
11,9,10
11,10,7
11,12,1
11,13,6
11,14,8
11,15,6
11,16,10
12,0,19
12,1,9
12,2,10
12,3,19
12,4,9
12,5,7
12,6,16
12,7,1
12,8,4
12,9,16
12,10,8
12,11,1
12,13,11
12,14,19
12,15,5
12,16,3
13,0,13
13,1,11
13,2,17
13,3,17
13,4,5
13,5,9
13,6,14
13,7,19
13,8,11
13,9,10
13,10,10
13,11,6
13,12,11
13,14,17
13,15,4
13,16,13
14,0,7
14,1,14
14,2,13
14,3,16
14,4,9
14,5,1
14,6,1
14,7,2
14,8,17
14,9,4
14,10,12
14,11,8
14,12,19
14,13,17
14,15,17
14,16,13
15,0,11
15,1,2
15,2,19
15,3,5
15,4,18
15,5,4
15,6,11
15,7,15
15,8,8
15,9,11
15,10,1
15,11,6
15,12,5
15,13,4
15,14,17
15,16,13
16,0,4
16,1,1
16,2,4
16,3,12
16,4,15
16,5,12
16,6,9
16,7,11
16,8,11
16,9,3
16,10,6
16,11,10
16,12,3
16,13,13
16,14,13
16,15,13
