source,end,weight
0,1,13
0,2,16
0,3,1
0,4,4
0,5,4
0,6,8
0,7,10
0,8,19
0,9,5
1,0,13
1,2,7
1,3,13
1,4,2
1,5,7
1,6,8
1,7,15
1,8,18
1,9,6
2,0,16
2,1,7
2,3,14
2,4,9
2,5,10
2,6,17
2,7,6
2,8,16
2,9,16
3,0,1
3,1,13
3,2,14
3,4,1
3,5,19
3,6,4
3,7,18
3,8,15
3,9,8
4,0,4
4,1,2
4,2,9
4,3,1
4,5,1
4,6,2
4,7,10
4,8,1
4,9,11
5,0,4
5,1,7
5,2,10
5,3,19
5,4,1
5,6,4
5,7,12
5,8,19
5,9,3
6,0,8
6,1,8
6,2,17
6,3,4
6,4,2
6,5,4
6,7,1
6,8,1
6,9,5
7,0,10
7,1,15
7,2,6
7,3,18
7,4,10
7,5,12
7,6,1
7,8,6
7,9,7
8,0,19
8,1,18
8,2,16
8,3,15
8,4,1
8,5,19
8,6,1
8,7,6
8,9,9
9,0,5
9,1,6
9,2,16
9,3,8
9,4,11
9,5,3
9,6,5
9,7,7
9,8,9
