source,end,weight
0,1,11
0,2,4
0,3,9
0,4,1
0,5,11
0,6,12
0,7,10
0,8,11
0,9,7
0,10,1
0,11,13
0,12,8
1,0,11
1,2,15
1,3,18
1,4,3
1,5,3
1,6,2
1,7,6
1,8,9
1,9,15
1,10,2
1,11,11
1,12,8
2,0,4
2,1,15
2,3,12
2,4,2
2,5,16
2,6,17
2,7,6
2,8,18
2,9,15
2,10,1
2,11,1
2,12,10
3,0,9
3,1,18
3,2,12
3,4,19
3,5,6
3,6,8
3,7,6
3,8,15
3,9,2
3,10,18
3,11,2
3,12,11
4,0,1
4,1,3
4,2,2
4,3,19
4,5,12
4,6,5
4,7,4
4,8,17
4,9,17
4,10,1
4,11,17
4,12,19
5,0,11
5,1,3
5,2,16
5,3,6
5,4,12
5,6,19
5,7,12
5,8,1
5,9,14
5,10,6
5,11,17
5,12,2
6,0,12
6,1,2
6,2,17
6,3,8
6,4,5
6,5,19
6,7,18
6,8,19
6,9,3
6,10,5
6,11,9
6,12,13
7,0,10
7,1,6
7,2,6
7,3,6
7,4,4
7,5,12
7,6,18
7,8,17
7,9,11
7,10,17
7,11,5
7,12,18
8,0,11
8,1,9
8,2,18
8,3,15
8,4,17
8,5,1
8,6,19
8,7,17
8,9,18
8,10,9
8,11,8
8,12,1
9,0,7
9,1,15
9,2,15
9,3,2
9,4,17
9,5,14
9,6,3
9,7,11
9,8,18
9,10,17
9,11,10
9,12,2
10,0,1
10,1,2
10,2,1
10,3,18
10,4,1
10,5,6
10,6,5
10,7,17
10,8,9
10,9,17
10,11,16
10,12,12
11,0,13
11,1,11
11,2,1
11,3,2
11,4,17
11,5,17
11,6,9
11,7,5
11,8,8
11,9,10
11,10,16
11,12,11
12,0,8
12,1,8
12,2,10
12,3,11
12,4,19
12,5,2
12,6,13
12,7,18
12,8,1
12,9,2
12,10,12
12,11,11
