source,end,weight
0,1,11
0,12,4
1,0,11
1,2,9
1,13,1
2,1,9
2,3,11
2,14,12
3,2,11
3,4,10
3,15,11
4,3,10
4,5,7
4,16,1
5,4,7
5,6,13
5,17,8
6,5,13
6,7,15
6,18,18
7,6,15
7,8,3
7,19,3
8,7,3
8,9,2
8,20,6
9,8,2
9,10,9
9,21,15
10,9,9
10,11,2
10,22,11
11,10,2
11,23,8
12,0,4
12,13,12
13,1,1
13,12,12
13,14,2
14,2,12
14,13,2
14,15,16
15,3,11
15,14,16
15,16,17
16,4,1
16,15,17
16,17,6
17,5,8
17,16,6
17,18,18
18,6,18
18,17,18
18,19,15
19,7,3
19,18,15
19,20,1
20,8,6
20,19,1
20,21,1
21,9,15
21,20,1
21,22,10
22,10,11
22,21,10
22,23,19
23,11,8
23,22,19
