source,end,weight
0,1,13
0,2,16
0,3,1
0,4,4
0,5,4
0,6,8
0,7,10
0,8,19
0,9,5
0,10,7
0,11,13
0,12,2
0,13,7
0,14,8
0,15,15
0,16,18
0,17,6
1,0,13
1,2,14
1,3,9
1,4,10
1,5,17
1,6,6
1,7,16
1,8,16
1,9,1
1,10,19
1,11,4
1,12,18
1,13,15
1,14,8
1,15,1
1,16,2
1,17,10
2,0,16
2,1,14
2,3,1
2,4,11
2,5,4
2,6,12
2,7,19
2,8,3
2,9,1
2,10,1
2,11,5
2,12,6
2,13,7
2,14,9
2,15,18
2,16,16
2,17,5
3,0,1
3,1,9
3,2,1
3,4,10
3,5,11
3,6,2
3,7,2
3,8,8
3,9,10
3,10,4
3,11,7
3,12,12
3,13,15
3,14,19
3,15,1
3,16,15
3,17,4
4,0,4
4,1,10
4,2,11
4,3,10
4,5,13
4,6,11
4,7,12
4,8,5
4,9,7
4,10,5
4,11,16
4,12,4
4,13,13
4,14,5
4,15,9
4,16,15
4,17,16
5,0,4
5,1,17
5,2,4
5,3,11
5,4,13
5,6,4
5,7,16
5,8,14
5,9,17
5,10,18
5,11,6
5,12,10
5,13,4
5,14,1
5,15,6
5,16,1
5,17,18
6,0,8
6,1,6
6,2,12
6,3,2
6,4,11
6,5,4
6,7,19
6,8,5
6,9,3
6,10,17
6,11,4
6,12,3
6,13,11
6,14,14
6,15,17
6,16,8
6,17,10
7,0,10
7,1,16
7,2,19
7,3,2
7,4,12
7,5,16
7,6,19
7,8,1
7,9,11
7,10,19
7,11,12
7,12,3
7,13,3
7,14,4
7,15,4
7,16,19
7,17,15
8,0,19
8,1,16
8,2,3
8,3,8
8,4,5
8,5,14
8,6,5
8,7,1
8,9,4
8,10,18
8,11,19
8,12,15
8,13,10
8,14,2
8,15,5
8,16,11
8,17,12
9,0,5
9,1,1
9,2,1
9,3,10
9,4,7
9,5,17
9,6,3
9,7,11
9,8,4
9,10,9
9,11,12
9,12,3
9,13,17
9,14,1
9,15,1
9,16,7
9,17,15
10,0,7
10,1,19
10,2,1
10,3,4
10,4,5
10,5,18
10,6,17
10,7,19
10,8,18
10,9,9
10,11,11
10,12,9
10,13,14
10,14,3
10,15,4
10,16,3
10,17,12
11,0,13
11,1,4
11,2,5
11,3,7
11,4,16
11,5,6
11,6,4
11,7,12
11,8,19
11,9,12
11,10,11
11,12,14
11,13,17
11,14,9
11,15,9
11,16,9
11,17,3
12,0,2
12,1,18
12,2,6
12,3,12
12,4,4
12,5,10
12,6,3
12,7,3
12,8,15
12,9,3
12,10,9
12,11,14
12,13,4
12,14,13
12,15,15
12,16,1
12,17,5
13,0,7
13,1,15
13,2,7
13,3,15
13,4,13
13,5,4
13,6,11
13,7,3
13,8,10
13,9,17
13,10,14
13,11,17
13,12,4
13,14,4
13,15,14
13,16,12
13,17,14
14,0,8
14,1,8
14,2,9
14,3,19
14,4,5
14,5,1
14,6,14
14,7,4
14,8,2
14,9,1
14,10,3
14,11,9
14,12,13
14,13,4
14,15,14
14,16,12
14,17,17
15,0,15
15,1,1
15,2,18
15,3,1
15,4,9
15,5,6
15,6,17
15,7,4
15,8,5
15,9,1
15,10,4
15,11,9
15,12,15
15,13,14
15,14,14
15,16,15
15,17,17
16,0,18
16,1,2
16,2,16
16,3,15
16,4,15
16,5,1
16,6,8
16,7,19
16,8,11
16,9,7
16,10,3
16,11,9
16,12,1
16,13,12
16,14,12
16,15,15
16,17,2
17,0,6
17,1,10
17,2,5
17,3,4
17,4,16
17,5,18
17,6,10
17,7,15
17,8,12
17,9,15
17,10,12
17,11,3
17,12,5
17,13,14
17,14,17
17,15,17
17,16,2
