source,end,weight
0,1,15
0,17,6
1,0,15
1,2,2
1,18,9
2,1,2
2,3,9
2,19,19
3,2,9
3,4,10
3,20,8
4,3,10
4,5,14
4,21,9
5,4,14
5,6,5
5,22,19
6,5,5
6,7,13
6,23,7
7,6,13
7,8,11
7,24,4
8,7,11
8,9,1
8,25,10
9,8,1
9,10,7
9,26,7
10,9,7
10,11,3
10,27,15
11,10,3
11,12,9
11,28,18
12,11,9
12,13,3
12,29,1
13,12,3
13,14,9
13,30,11
14,13,9
14,15,14
14,31,2
15,14,14
15,16,1
15,32,14
16,15,1
16,33,4
17,0,6
17,18,19
18,1,9
18,17,19
18,19,16
19,2,19
19,18,16
19,20,3
20,3,8
20,19,3
20,21,19
21,4,9
21,20,19
21,22,18
22,5,19
22,21,18
22,23,17
23,6,7
23,22,17
23,24,18
24,7,4
24,23,18
24,25,10
25,8,10
25,24,10
25,26,17
26,9,7
26,25,17
26,27,13
27,10,15
27,26,13
27,28,19
28,11,18
28,27,19
28,29,4
29,12,1
29,28,4
29,30,12
30,13,11
30,29,12
30,31,19
31,14,2
31,30,19
31,32,7
32,15,14
32,31,7
32,33,8
33,16,4
33,32,8
