source,end,weight
0,1,15
0,2,6
0,3,2
0,4,9
0,5,9
0,6,19
0,7,10
0,8,8
0,9,14
0,10,9
0,11,5
0,12,19
0,13,13
1,0,15
1,2,7
1,3,11
1,4,4
1,5,1
1,6,10
1,7,7
1,8,7
1,9,3
1,10,15
1,11,9
1,12,18
1,13,3
2,0,6
2,1,7
2,3,1
2,4,9
2,5,11
2,6,14
2,7,2
2,8,1
2,9,14
2,10,4
2,11,19
2,12,16
2,13,3
3,0,2
3,1,11
3,2,1
3,4,19
3,5,18
3,6,17
3,7,18
3,8,10
3,9,17
3,10,13
3,11,19
3,12,4
3,13,12
4,0,9
4,1,4
4,2,9
4,3,19
4,5,19
4,6,7
4,7,8
4,8,14
4,9,11
4,10,8
4,11,10
4,12,19
4,13,17
5,0,9
5,1,1
5,2,11
5,3,18
5,4,19
5,6,16
5,7,5
5,8,12
5,9,9
5,10,6
5,11,9
5,12,8
5,13,1
6,0,19
6,1,10
6,2,14
6,3,17
6,4,7
6,5,16
6,7,5
6,8,12
6,9,9
6,10,5
6,11,9
6,12,18
6,13,15
7,0,10
7,1,7
7,2,2
7,3,18
7,4,8
7,5,5
7,6,5
7,8,10
7,9,5
7,10,19
7,11,4
7,12,5
7,13,8
8,0,8
8,1,7
8,2,1
8,3,10
8,4,14
8,5,12
8,6,12
8,7,10
8,9,7
8,10,9
8,11,1
8,12,4
8,13,12
9,0,14
9,1,3
9,2,14
9,3,17
9,4,11
9,5,9
9,6,9
9,7,5
9,8,7
9,10,13
9,11,11
9,12,18
9,13,2
10,0,9
10,1,15
10,2,4
10,3,13
10,4,8
10,5,6
10,6,5
10,7,19
10,8,9
10,9,13
10,11,12
10,12,16
10,13,14
11,0,5
11,1,9
11,2,19
11,3,19
11,4,10
11,5,9
11,6,9
11,7,4
11,8,1
11,9,11
11,10,12
11,12,1
11,13,11
12,0,19
12,1,18
12,2,16
12,3,4
12,4,19
12,5,8
12,6,18
12,7,5
12,8,4
12,9,18
12,10,16
12,11,1
12,13,9
13,0,13
13,1,3
13,2,3
13,3,12
13,4,17
13,5,1
13,6,15
13,7,8
13,8,12
13,9,2
13,10,14
13,11,11
13,12,9
