source,end,weight
0,1,9
0,2,16
0,3,14
0,4,9
0,5,12
0,6,19
0,7,12
0,8,9
0,9,8
0,10,3
0,11,18
0,12,12
0,13,16
0,14,6
0,15,8
0,16,4
0,17,7
0,18,5
1,0,9
1,2,11
1,3,12
1,4,8
1,5,7
1,6,11
1,7,2
1,8,4
1,9,6
1,10,5
1,11,15
1,12,7
1,13,3
1,14,17
1,15,15
1,16,13
1,17,19
1,18,5
2,0,16
2,1,11
2,3,16
2,4,18
2,5,8
2,6,15
2,7,9
2,8,19
2,9,14
2,10,16
2,11,10
2,12,14
2,13,9
2,14,18
2,15,10
2,16,10
2,17,15
2,18,1
3,0,14
3,1,12
3,2,16
3,4,12
3,5,1
3,6,19
3,7,9
3,8,13
3,9,11
3,10,9
3,11,3
3,12,10
3,13,6
3,14,7
3,15,7
3,16,19
3,17,2
3,18,5
4,0,9
4,1,8
4,2,18
4,3,12
4,5,9
4,6,18
4,7,7
4,8,6
4,9,2
4,10,19
4,11,12
4,12,6
4,13,11
4,14,9
4,15,4
4,16,1
4,17,17
4,18,12
5,0,12
5,1,7
5,2,8
5,3,1
5,4,9
5,6,17
5,7,9
5,8,7
5,9,11
5,10,6
5,11,18
5,12,16
5,13,14
5,14,8
5,15,12
5,16,16
5,17,18
5,18,5
6,0,19
6,1,11
6,2,15
6,3,19
6,4,18
6,5,17
6,7,1
6,8,9
6,9,5
6,10,12
6,11,15
6,12,19
6,13,10
6,14,8
6,15,18
6,16,19
6,17,2
6,18,16
7,0,12
7,1,2
7,2,9
7,3,9
7,4,7
7,5,9
7,6,1
7,8,15
7,9,1
7,10,8
7,11,18
7,12,9
7,13,13
7,14,15
7,15,10
7,16,12
7,17,15
7,18,15
8,0,9
8,1,4
8,2,19
8,3,13
8,4,6
8,5,7
8,6,9
8,7,15
8,9,1
8,10,17
8,11,12
8,12,3
8,13,11
8,14,18
8,15,2
8,16,9
8,17,12
8,18,16
9,0,8
9,1,6
9,2,14
9,3,11
9,4,2
9,5,11
9,6,5
9,7,1
9,8,1
9,10,12
9,11,2
9,12,12
9,13,6
9,14,8
9,15,17
9,16,10
9,17,16
9,18,18
10,0,3
10,1,5
10,2,16
10,3,9
10,4,19
10,5,6
10,6,12
10,7,8
10,8,17
10,9,12
10,11,6
10,12,3
10,13,17
10,14,11
10,15,17
10,16,5
10,17,18
10,18,14
11,0,18
11,1,15
11,2,10
11,3,3
11,4,12
11,5,18
11,6,15
11,7,18
11,8,12
11,9,2
11,10,6
11,12,9
11,13,6
11,14,10
11,15,5
11,16,19
11,17,8
11,18,9
12,0,12
12,1,7
12,2,14
12,3,10
12,4,6
12,5,16
12,6,19
12,7,9
12,8,3
12,9,12
12,10,3
12,11,9
12,13,8
12,14,5
12,15,9
12,16,7
12,17,9
12,18,15
13,0,16
13,1,3
13,2,9
13,3,6
13,4,11
13,5,14
13,6,10
13,7,13
13,8,11
13,9,6
13,10,17
13,11,6
13,12,8
13,14,18
13,15,4
13,16,16
13,17,3
13,18,6
14,0,6
14,1,17
14,2,18
14,3,7
14,4,9
14,5,8
14,6,8
14,7,15
14,8,18
14,9,8
14,10,11
14,11,10
14,12,5
14,13,18
14,15,6
14,16,19
14,17,6
14,18,13
15,0,8
15,1,15
15,2,10
15,3,7
15,4,4
15,5,12
15,6,18
15,7,10
15,8,2
15,9,17
15,10,17
15,11,5
15,12,9
15,13,4
15,14,6
15,16,7
15,17,18
15,18,13
16,0,4
16,1,13
16,2,10
16,3,19
16,4,1
16,5,16
16,6,19
16,7,12
16,8,9
16,9,10
16,10,5
16,11,19
16,12,7
16,13,16
16,14,19
16,15,7
16,17,6
16,18,17
17,0,7
17,1,19
17,2,15
17,3,2
17,4,17
17,5,18
17,6,2
17,7,15
17,8,12
17,9,16
17,10,18
17,11,8
17,12,9
17,13,3
17,14,6
17,15,18
17,16,6
17,18,6
18,0,5
18,1,5
18,2,1
18,3,5
18,4,12
18,5,5
18,6,16
18,7,15
18,8,16
18,9,18
18,10,14
18,11,9
18,12,15
18,13,6
18,14,13
18,15,13
18,16,17
18,17,6
