source,end,weight
0,1,15
0,19,6
1,0,15
1,2,2
1,20,9
2,1,2
2,3,9
2,21,19
3,2,9
3,4,10
3,22,8
4,3,10
4,5,14
4,23,9
5,4,14
5,6,5
5,24,19
6,5,5
6,7,13
6,25,7
7,6,13
7,8,11
7,26,4
8,7,11
8,9,1
8,27,10
9,8,1
9,10,7
9,28,7
10,9,7
10,11,3
10,29,15
11,10,3
11,12,9
11,30,18
12,11,9
12,13,3
12,31,1
13,12,3
13,14,9
13,32,11
14,13,9
14,15,14
14,33,2
15,14,14
15,16,1
15,34,14
16,15,1
16,17,4
16,35,19
17,16,4
17,18,16
17,36,3
18,17,16
18,37,19
19,0,6
19,20,18
20,1,9
20,19,18
20,21,17
21,2,19
21,20,17
21,22,18
22,3,8
22,21,18
22,23,10
23,4,9
23,22,10
23,24,17
24,5,19
24,23,17
24,25,13
25,6,7
25,24,13
25,26,19
26,7,4
26,25,19
26,27,4
27,8,10
27,26,4
27,28,12
28,9,7
28,27,12
28,29,19
29,10,15
29,28,19
29,30,7
30,11,18
30,29,7
30,31,8
31,12,1
31,30,8
31,32,14
32,13,11
32,31,14
32,33,11
33,14,2
33,32,11
33,34,8
34,15,14
34,33,8
34,35,10
35,16,19
35,34,10
35,36,19
36,17,3
36,35,19
36,37,17
37,18,19
37,36,17
