scale,# of Buckets,RMAT Gen Time (ms),SSSP time  (ms),# of edges
2,1000,2.659,83.388,1
3,1000,2.85,80.161,4
4,1000,4.228,85.348,11
5,1000,5.84,85.088,13
6,1000,7.172,89.719,31
7,1000,7.034,88.727,70
8,1000,6.01,92.659,128
9,1000,7.393,94.959,258
10,1000,6.622,107.987,531
11,1000,7.439,90.425,1032
12,1000,10.09,97.988,2146
13,1000,19.632,99.908,4307
14,1000,33.296,99.914,8631
15,1000,65.645,119.613,17350
16,1000,125.982,92.745,34687
17,1000,246.738,91.016,69330
18,1000,528.94,92.729,138858
19,1000,1057.97,91.486,448168
20,1000,3279.48,426.524,8532532
