scale,# of Buckets,RMAT Gen Time (ms),SSSP time  (ms),# of edges
2,1000,0.906,66.036,7
3,1000,0.925,64.437,10
4,1000,1,66.988,24
5,1000,0.705,65.297,70
6,1000,1.233,66.346,139
7,1000,1.403,66.917,275
8,1000,1.61,66.943,579
9,1000,2.769,68.06,1168
10,1000,5.531,68.382,2476
11,1000,11.68,68.106,5050
12,1000,20.077,64.979,10242
13,1000,41.195,67.685,20715
14,1000,98.632,72.333,41914
15,1000,183.322,78.393,84360
16,1000,366.172,59.025,169845
17,1000,785.616,59.101,340914
18,1000,1765.78,66.907,1065161
19,1000,4113.81,1046.69,5439723
20,1000,9331.22,2945.26,14983049
