source,end,weight
0,1,52
0,10,8
0,100,38
0,1008,31
0,1011,58
0,102,28
0,1024,16
0,1025,98
0,1026,81
0,1027,44
0,1028,84
0,1029,28
0,103,30
0,1030,69
0,1031,12
0,1032,98
0,1033,81
0,1034,32
0,1035,25
0,1036,9
0,1037,82
0,1039,91
0,104,39
0,1040,63
0,1041,41
0,1042,100
0,1043,7
0,1044,72
0,1046,10
0,1047,9
0,1048,7
0,1049,62
0,105,24
0,1050,46
0,1051,28
0,1052,2
0,1054,30
0,1056,98
0,1057,62
0,1058,12
0,1059,33
0,106,65
0,1060,89
0,1061,32
0,1062,96
0,1064,13
0,1065,27
0,1066,63
0,1069,50
0,1070,63
0,1072,42
0,1076,37
0,1077,43
0,1080,4
0,1081,71
0,1084,71
0,1088,66
0,1089,86
0,109,20
0,1090,4
0,1091,54
0,1092,17
0,1094,44
0,1096,78
0,1097,7
0,1098,53
0,1099,38
0,11,63
0,1100,8
0,1104,76
0,1105,92
0,1106,67
0,1108,86
0,1109,92
0,1110,7
0,1112,62
0,1116,80
0,112,80
0,1120,57
0,1121,58
0,1122,51
0,1123,26
0,1124,57
0,1126,6
0,1128,4
0,1129,11
0,113,70
0,1132,25
0,1136,77
0,1138,16
0,114,17
0,1140,74
0,1144,50
0,1146,23
0,1148,73
0,115,31
0,1152,35
0,1153,28
0,1154,7
0,1155,43
0,1156,74
0,1157,64
0,1158,28
0,116,14
0,1161,2
0,1162,40
0,1163,51
0,1164,35
0,1165,4
0,1168,86
0,1169,18
0,117,56
0,1170,25
0,1171,11
0,1172,40
0,1174,50
0,1176,81
0,1184,75
0,1185,41
0,1186,28
0,1187,100
0,1191,78
0,1193,68
0,1197,82
0,12,7
0,120,87
0,1200,99
0,1201,81
0,1204,13
0,1216,20
0,1217,8
0,1218,77
0,1219,24
0,122,98
0,1220,67
0,1221,5
0,1224,25
0,1226,68
0,1231,63
0,1232,56
0,1233,31
0,1234,53
0,1248,32
0,125,87
0,1252,99
0,1253,36
0,1256,67
0,1260,66
0,1268,32
0,1272,10
0,1276,84
0,128,15
0,1280,64
0,1281,91
0,1282,17
0,1283,62
0,1284,79
0,1286,84
0,1288,30
0,1289,57
0,129,52
0,1292,37
0,1293,21
0,1294,19
0,1296,18
0,1297,11
0,1298,22
0,13,9
0,130,14
0,1300,63
0,1304,100
0,1305,26
0,1306,75
0,1308,47
0,131,5
0,1312,25
0,1313,17
0,1314,71
0,1316,56
0,132,96
0,1320,62
0,1321,78
0,1324,98
0,1325,54
0,1326,2
0,1328,64
0,1329,23
0,133,93
0,1330,15
0,1332,11
0,134,86
0,1342,69
0,1344,65
0,1346,41
0,1348,45
0,135,34
0,1350,61
0,1351,6
0,1352,69
0,1358,85
0,136,69
0,1360,84
0,1366,8
0,1368,73
0,137,50
0,1376,15
0,1377,13
0,1378,92
0,138,12
0,139,32
0,1392,27
0,14,12
0,140,21
0,1401,66
0,1408,42
0,1409,95
0,141,2
0,1410,15
0,1411,49
0,1412,99
0,1416,59
0,1418,1
0,1424,72
0,1427,75
0,1428,51
0,1432,57
0,1436,90
0,144,71
0,1440,56
0,1448,20
0,1449,57
0,145,7
0,1455,95
0,1456,95
0,1457,17
0,1458,69
0,146,31
0,1460,7
0,1464,79
0,1473,85
0,1476,90
0,148,14
0,1480,75
0,1482,75
0,1486,92
0,1489,13
0,149,24
0,1496,75
0,1497,15
0,15,16
0,1504,70
0,1505,88
0,1513,50
0,152,11
0,1520,86
0,153,73
0,1536,28
0,1537,1
0,1538,81
0,1539,86
0,1540,63
0,1541,3
0,1542,19
0,1544,52
0,1546,75
0,1548,22
0,1549,36
0,1552,65
0,1553,19
0,1554,80
0,1557,60
0,1558,19
0,156,12
0,1560,24
0,1561,82
0,1562,47
0,1564,70
0,1568,90
0,1569,23
0,1571,4
0,1572,78
0,1573,53
0,1575,81
0,1576,53
0,1577,61
0,158,60
0,1582,34
0,1583,13
0,1584,11
0,1588,24
0,1594,24
0,16,83
0,160,69
0,1600,41
0,1601,51
0,1603,70
0,1604,56
0,1605,99
0,1606,51
0,1608,12
0,1609,45
0,161,73
0,1612,38
0,162,34
0,1620,82
0,1621,84
0,1623,75
0,1624,63
0,163,16
0,1632,9
0,1633,4
0,1634,9
0,1636,54
0,1638,75
0,164,65
0,1648,72
0,1649,47
0,165,72
0,1656,61
0,1659,60
0,166,49
0,1664,20
0,1665,11
0,1666,6
0,1667,73
0,1668,22
0,1669,80
0,1672,40
0,1674,25
0,1677,68
0,168,21
0,1680,66
0,1681,51
0,1682,52
0,1688,3
0,1697,80
0,1699,40
0,17,78
0,170,17
0,1702,20
0,171,42
0,1712,2
0,1716,43
0,1717,69
0,1719,97
0,172,14
0,1728,88
0,1730,93
0,1731,99
0,1732,12
0,1734,1
0,1736,55
0,1738,62
0,1748,92
0,175,84
0,176,65
0,1760,6
0,1765,56
0,177,24
0,1772,5
0,178,20
0,1780,60
0,1781,93
0,1792,75
0,1793,27
0,1794,51
0,1797,71
0,18,12
0,180,100
0,1800,53
0,1801,82
0,1802,55
0,1804,63
0,1809,66
0,1810,10
0,1822,3
0,1824,82
0,1832,36
0,1833,79
0,1838,64
0,1842,20
0,1843,65
0,1856,78
0,186,16
0,188,91
0,1886,68
0,1890,3
0,19,82
0,1904,67
0,1907,25
0,192,47
0,1920,56
0,1921,17
0,1923,69
0,1924,50
0,193,46
0,1930,5
0,1935,76
0,1936,95
0,1938,52
0,194,26
0,195,64
0,1953,65
0,196,17
0,1984,9
0,199,89
0,1993,69
0,2,63
0,20,48
0,200,38
0,2000,97
0,2006,84
0,201,16
0,202,82
0,2048,31
0,2049,80
0,2050,98
0,2051,78
0,2052,19
0,2053,59
0,2054,7
0,2056,22
0,2057,63
0,2058,86
0,206,39
0,2060,35
0,2061,53
0,2062,44
0,2063,86
0,2064,74
0,2065,10
0,2066,42
0,2067,38
0,2068,11
0,2069,6
0,2070,68
0,2072,29
0,2073,50
0,2074,47
0,2075,76
0,2076,43
0,208,51
0,2080,65
0,2081,37
0,2082,51
0,2083,84
0,2084,47
0,2085,57
0,2086,10
0,2087,21
0,2088,72
0,2089,95
0,209,10
0,2090,55
0,2091,58
0,2092,99
0,2094,96
0,2096,59
0,2098,61
0,2099,69
0,21,60
0,210,20
0,2100,94
0,2103,22
0,2104,29
0,2106,97
0,2108,96
0,2111,61
0,2112,24
0,2113,47
0,2114,44
0,2116,55
0,212,56
0,2120,99
0,2121,45
0,2123,97
0,2124,42
0,2128,71
0,2129,80
0,2130,20
0,2132,59
0,2133,84
0,2136,46
0,2139,41
0,2144,52
0,2145,96
0,2146,68
0,2147,59
0,2148,100
0,2150,36
0,2152,6
0,2153,23
0,2158,50
0,216,74
0,2160,100
0,2164,56
0,2168,19
0,217,26
0,2176,42
0,2177,9
0,2178,21
0,2179,93
0,2180,70
0,2181,9
0,2182,95
0,2183,75
0,2184,83
0,2185,92
0,2186,73
0,2187,40
0,2188,13
0,2191,12
0,2192,94
0,2193,62
0,2194,22
0,2195,50
0,2196,46
0,22,38
0,220,1
0,2200,71
0,2201,43
0,2204,89
0,2208,10
0,2209,65
0,2210,74
0,2211,79
0,2212,73
0,2213,68
0,2216,12
0,2218,47
0,2221,65
0,2224,26
0,2228,77
0,2229,98
0,224,70
0,2240,42
0,2241,87
0,2244,6
0,2248,67
0,225,5
0,2250,44
0,2251,68
0,2253,31
0,2258,31
0,226,14
0,2260,7
0,2261,69
0,2264,68
0,227,38
0,2272,77
0,2276,45
0,2277,2
0,2278,51
0,228,83
0,2288,58
0,2289,44
0,229,14
0,23,93
0,230,26
0,2304,71
0,2305,16
0,2306,100
0,2307,67
0,2308,17
0,2310,81
0,2312,47
0,2313,15
0,2314,90
0,2315,75
0,2316,63
0,2317,4
0,232,29
0,2320,47
0,2321,27
0,2322,41
0,2325,7
0,2326,42
0,2328,54
0,2336,97
0,2337,8
0,2338,92
0,2340,9
0,2341,73
0,2344,87
0,2352,99
0,2353,14
0,2354,54
0,236,34
0,2363,86
