source,end,weight
0,1,73
0,10,53
0,100,11
0,101,56
0,102,70
0,104,32
0,105,30
0,106,72
0,108,58
0,109,89
0,11,31
0,110,14
0,112,91
0,113,43
0,114,55
0,115,80
0,12,80
0,120,60
0,122,35
0,128,75
0,129,49
0,13,20
0,130,27
0,131,38
0,132,4
0,133,48
0,134,58
0,135,35
0,136,77
0,137,81
0,138,3
0,139,86
0,14,4
0,140,69
0,142,12
0,143,12
0,144,10
0,145,66
0,146,91
0,148,80
0,149,82
0,15,1
0,150,47
0,152,13
0,154,60
0,156,32
0,157,23
0,158,29
0,16,72
0,160,71
0,161,7
0,162,95
0,163,26
0,164,6
0,165,4
0,166,60
0,168,37
0,17,46
0,170,19
0,175,43
0,176,47
0,177,59
0,178,53
0,18,18
0,180,92
0,182,17
0,186,88
0,188,98
0,19,70
0,192,27
0,193,71
0,194,45
0,195,32
0,196,26
0,197,56
0,198,66
0,2,44
0,20,78
0,200,22
0,201,36
0,203,55
0,204,66
0,206,97
0,207,64
0,208,44
0,21,75
0,210,90
0,212,52
0,216,34
0,218,5
0,22,1
0,224,51
0,225,100
0,226,55
0,228,7
0,229,72
0,23,38
0,230,38
0,236,41
0,24,66
0,240,84
0,242,19
0,248,38
0,25,32
0,26,56
0,27,8
0,28,61
0,29,79
0,3,36
0,30,26
0,32,3
0,33,21
0,34,49
0,35,99
0,36,10
0,37,57
0,38,19
0,39,76
0,4,97
0,40,90
0,41,24
0,43,69
0,44,43
0,45,10
0,46,69
0,48,8
0,49,38
0,5,90
0,50,35
0,51,85
0,52,12
0,53,87
0,54,74
0,55,29
0,56,71
0,57,82
0,58,37
0,6,9
0,61,14
0,64,34
0,65,43
0,66,65
0,67,43
0,68,100
0,69,35
0,7,69
0,70,19
0,71,89
0,72,58
0,73,77
0,74,9
0,75,52
0,76,86
0,77,29
0,78,17
0,79,93
0,8,15
0,80,66
0,81,51
0,82,30
0,84,90
0,86,9
0,88,88
0,89,45
0,9,81
0,90,42
0,91,99
0,92,10
0,96,79
0,97,77
0,98,86
1,0,73
1,10,77
1,100,19
1,103,56
1,104,7
1,108,25
1,11,64
1,112,41
1,114,63
1,12,72
1,128,89
1,129,33
1,130,26
1,131,59
1,132,70
1,133,8
1,134,14
1,136,79
1,137,60
1,138,27
1,14,51
1,142,30
1,144,42
1,145,45
1,146,8
1,149,29
1,152,42
1,16,42
1,160,79
1,161,90
1,162,92
1,164,49
1,166,75
1,169,1
1,17,80
1,178,98
1,18,79
1,180,26
1,184,7
1,19,28
1,192,63
1,197,51
1,2,63
1,20,14
1,204,35
1,208,92
1,209,97
1,21,39
1,215,32
1,216,70
1,22,1
1,226,96
1,24,77
1,242,51
1,29,99
1,3,36
1,32,7
1,33,82
1,34,83
1,35,22
1,36,15
1,37,7
1,38,17
1,39,7
1,4,16
1,40,38
1,45,73
1,48,52
1,49,47
1,5,34
1,50,23
1,52,85
1,58,75
1,6,73
1,60,42
1,64,27
1,65,30
1,66,22
1,67,41
1,68,88
1,7,43
1,71,25
1,72,86
1,73,22
1,74,86
1,76,94
1,8,41
1,80,52
1,81,9
1,82,67
1,88,64
1,9,80
1,96,19
1,97,78
10,0,53
10,1,77
10,100,11
10,12,19
10,121,55
10,128,72
10,129,51
10,134,96
10,137,43
10,145,6
10,147,62
10,156,81
10,16,4
10,160,25
10,166,11
10,18,30
10,19,99
10,192,28
10,194,41
10,196,29
10,2,100
10,20,51
10,209,98
10,21,13
10,218,7
10,225,47
10,24,60
10,242,52
10,3,72
10,32,33
10,34,4
10,4,8
10,41,34
10,44,31
10,45,54
10,48,62
10,52,55
10,64,3
10,65,57
10,66,66
10,67,26
10,69,67
10,71,57
10,8,71
10,81,5
10,82,28
10,96,51
10,98,65
100,0,11
100,1,19
100,10,11
100,114,48
100,131,79
100,132,28
100,16,91
100,164,50
100,18,28
100,28,29
100,3,57
100,40,56
100,41,15
100,43,71
100,6,90
100,68,26
100,72,9
100,8,1
100,9,33
100,96,16
100,98,68
101,0,56
101,128,68
101,129,70
101,169,94
101,35,100
101,4,93
101,72,50
101,96,24
102,0,70
102,140,59
102,164,48
102,5,57
102,80,69
103,1,56
103,128,89
103,47,18
103,66,100
103,70,3
104,0,32
104,1,7
104,12,80
104,128,10
104,129,61
104,130,40
104,132,49
104,162,83
104,17,87
104,18,15
104,2,59
104,23,9
104,24,54
104,32,13
104,4,46
104,46,58
104,48,54
104,50,94
104,52,30
104,6,69
104,64,6
104,69,37
104,8,87
104,9,85
104,96,58
105,0,30
105,12,67
105,20,43
105,36,44
105,4,13
105,40,52
105,8,70
106,0,72
106,128,83
106,131,63
106,20,14
106,37,93
106,48,70
107,16,64
107,29,24
107,32,99
107,64,64
108,0,58
108,1,25
108,12,91
108,2,83
108,24,36
108,32,48
108,49,92
108,6,77
109,0,89
109,132,41
109,16,84
109,17,19
109,64,16
109,7,1
11,0,31
11,1,64
11,112,43
11,120,33
11,128,73
11,129,26
11,130,42
11,138,32
11,16,75
11,160,11
11,19,37
11,224,78
11,24,18
11,33,96
11,4,41
11,52,67
11,6,80
11,64,68
11,68,53
11,8,20
11,80,43
11,82,29
11,88,9
11,98,26
110,0,14
110,132,37
110,138,92
111,32,97
112,0,91
112,1,41
112,11,43
112,138,73
112,145,62
112,176,60
112,192,79
112,20,74
112,24,44
112,3,20
112,32,33
112,34,94
112,40,60
112,53,79
112,66,44
112,69,100
112,74,29
112,9,29
113,0,43
113,130,22
113,19,95
113,192,6
113,2,8
113,20,17
113,32,74
113,73,25
114,0,55
114,1,63
114,100,48
114,128,77
114,130,49
114,16,89
114,2,19
114,72,38
115,0,80
116,168,27
116,25,60
116,3,21
116,30,35
116,48,37
116,8,40
116,99,8
117,20,95
117,64,65
117,8,98
118,142,31
118,173,36
118,2,49
118,32,90
118,8,86
119,4,40
12,0,80
12,1,72
12,10,19
12,104,80
12,105,67
12,108,91
12,128,10
12,129,93
12,130,35
12,136,47
12,139,90
12,140,13
12,144,47
12,146,80
12,148,57
12,15,73
12,152,45
12,16,26
12,160,55
12,17,69
12,188,41
12,193,86
12,196,50
12,2,38
12,20,40
12,208,7
12,210,45
12,24,5
12,25,4
12,3,53
12,32,37
12,33,93
12,34,37
12,36,91
12,4,56
12,5,24
12,50,1
12,58,66
12,6,97
12,64,49
12,65,82
12,66,95
12,67,39
12,72,66
12,8,39
12,80,55
12,81,8
12,88,84
12,96,6
12,97,91
12,98,74
120,0,60
120,11,33
120,148,47
120,17,4
120,192,8
120,24,79
120,3,75
120,33,74
120,4,59
120,64,54
120,66,64
120,9,88
121,10,55
121,21,28
122,0,35
122,128,76
124,130,4
124,197,95
124,72,92
124,96,25
125,88,45
127,4,69
128,0,75
128,1,89
128,10,72
128,101,68
128,103,89
128,104,10
128,106,83
128,11,73
128,114,77
128,12,10
128,122,76
128,129,1
128,130,12
128,131,66
128,132,94
128,133,64
128,136,100
128,14,68
128,144,15
128,146,20
128,153,14
128,156,95
128,16,98
128,160,60
128,162,17
128,166,79
128,168,100
128,17,88
128,177,19
128,178,60
128,179,61
128,18,26
128,192,10
128,194,99
128,199,21
128,2,70
128,20,59
128,204,57
128,22,4
128,224,99
128,228,94
128,232,78
128,24,88
128,25,58
128,253,78
128,26,88
128,28,9
128,3,91
128,32,62
128,35,19
128,36,96
128,37,20
128,38,19
128,4,66
128,40,68
128,41,80
128,44,48
128,48,85
128,49,65
128,5,72
128,52,72
128,56,24
128,58,32
128,59,73
128,6,49
128,60,88
128,61,16
128,64,41
128,65,75
128,66,48
128,68,99
128,69,81
128,7,16
128,72,70
128,73,65
128,74,13
128,75,96
128,76,5
128,8,71
128,80,82
128,81,63
128,85,28
128,87,52
128,88,19
128,9,22
128,90,3
128,96,53
128,97,71
128,98,5
129,0,49
129,1,33
129,10,51
129,101,70
129,104,61
129,11,26
129,12,93
129,128,1
129,130,42
129,132,72
129,133,69
129,134,28
129,136,77
129,144,24
129,148,3
129,152,97
129,16,62
129,160,21
129,164,3
129,17,85
129,176,16
129,182,65
129,185,72
129,19,66
129,194,74
129,2,21
129,20,61
129,209,91
129,21,58
129,22,37
129,224,41
129,226,74
129,26,18
129,3,7
129,32,11
129,33,42
129,36,94
