source,end,weight
0,1,39
0,10,30
0,100,68
0,1008,8
0,101,70
0,102,13
0,104,4
0,107,21
0,108,81
0,109,33
0,11,31
0,112,66
0,113,59
0,115,87
0,116,74
0,117,29
0,118,32
0,12,16
0,123,74
0,128,13
0,129,63
0,13,81
0,130,82
0,131,32
0,132,32
0,133,47
0,134,50
0,135,87
0,136,86
0,137,63
0,138,59
0,139,19
0,14,48
0,140,47
0,141,50
0,142,64
0,143,12
0,144,8
0,145,12
0,146,51
0,147,33
0,148,41
0,149,34
0,15,97
0,150,77
0,151,42
0,152,54
0,154,15
0,156,64
0,158,43
0,16,82
0,160,21
0,161,77
0,162,60
0,163,5
0,165,61
0,166,91
0,168,23
0,169,2
0,17,19
0,171,21
0,172,51
0,176,5
0,177,35
0,18,55
0,180,68
0,181,18
0,182,39
0,184,52
0,186,93
0,187,15
0,189,35
0,19,86
0,192,63
0,193,53
0,194,40
0,195,37
0,196,14
0,197,82
0,198,97
0,2,83
0,20,48
0,200,83
0,201,26
0,202,9
0,204,19
0,205,41
0,207,76
0,208,27
0,21,10
0,212,53
0,213,10
0,215,4
0,216,15
0,218,70
0,22,78
0,224,16
0,225,51
0,228,33
0,23,95
0,232,69
0,24,49
0,240,76
0,244,47
0,25,81
0,252,66
0,256,4
0,257,5
0,258,61
0,259,88
0,26,58
0,260,48
0,261,77
0,262,54
0,264,52
0,265,53
0,266,2
0,268,46
0,269,16
0,27,55
0,270,13
0,272,1
0,273,48
0,274,100
0,276,51
0,277,34
0,278,60
0,279,60
0,28,26
0,280,37
0,281,49
0,282,12
0,283,54
0,285,74
0,288,78
0,289,47
0,29,85
0,290,91
0,291,25
0,292,75
0,294,92
0,296,1
0,297,46
0,299,98
0,3,2
0,30,63
0,300,61
0,302,18
0,303,13
0,304,9
0,305,69
0,307,60
0,308,54
0,314,96
0,316,7
0,319,84
0,32,76
0,320,32
0,321,69
0,322,61
0,323,7
0,324,65
0,325,4
0,326,37
0,328,49
0,329,86
0,33,45
0,330,15
0,331,61
0,332,47
0,336,53
0,337,36
0,338,19
0,34,11
0,340,57
0,341,89
0,342,100
0,344,74
0,348,28
0,35,87
0,352,94
0,356,31
0,357,5
0,36,50
0,361,41
0,364,24
0,37,36
0,370,34
0,372,6
0,374,86
0,38,82
0,380,59
0,384,51
0,385,85
0,386,62
0,388,41
0,389,88
0,39,2
0,390,59
0,391,83
0,392,28
0,394,71
0,396,14
0,397,18
0,4,12
0,40,55
0,400,35
0,401,64
0,402,23
0,404,48
0,406,70
0,408,41
0,41,12
0,413,55
0,416,91
0,417,17
0,418,32
0,420,5
0,424,40
0,428,4
0,429,66
0,434,29
0,436,51
0,437,98
0,44,44
0,441,93
0,444,99
0,448,66
0,449,61
0,45,32
0,450,19
0,452,3
0,454,57
0,456,70
0,458,51
0,46,67
0,464,65
0,465,44
0,468,41
0,47,26
0,470,10
0,472,19
0,48,2
0,480,86
0,482,94
0,485,50
0,49,73
0,496,14
0,497,10
0,5,54
0,50,63
0,502,27
0,51,50
0,512,9
0,513,76
0,514,26
0,515,70
0,516,78
0,517,59
0,518,53
0,519,22
0,52,34
0,520,94
0,521,9
0,522,75
0,523,51
0,524,32
0,526,21
0,528,77
0,530,3
0,531,65
0,532,10
0,533,29
0,534,70
0,535,13
0,536,52
0,537,44
0,538,24
0,54,96
0,540,25
0,542,87
0,544,34
0,545,12
0,547,63
0,548,23
0,55,83
0,550,84
0,552,16
0,554,67
0,555,99
0,556,77
0,558,95
0,56,20
0,560,99
0,561,50
0,562,70
0,564,30
0,565,39
0,568,34
0,569,47
0,57,5
0,570,34
0,576,31
0,577,45
0,578,52
0,579,53
0,58,89
0,580,52
0,581,35
0,582,21
0,583,19
0,584,45
0,585,87
0,588,77
0,59,45
0,592,12
0,593,47
0,597,9
0,6,73
0,600,56
0,602,29
0,603,12
0,604,75
0,608,68
0,610,62
0,611,71
0,612,86
0,614,89
0,616,20
0,620,20
0,624,83
0,625,59
0,629,46
0,631,74
0,634,85
0,635,79
0,64,48
0,640,36
0,641,97
0,642,32
0,643,74
0,644,78
0,645,72
0,646,7
0,648,81
0,65,65
0,650,44
0,656,75
0,657,54
0,658,50
0,66,55
0,660,51
0,661,91
0,662,67
0,664,13
0,665,51
0,668,88
0,67,97
0,671,75
0,672,65
0,673,2
0,674,100
0,675,94
0,677,7
0,68,100
0,680,19
0,681,37
0,682,4
0,683,67
0,686,97
0,688,91
0,689,46
0,69,37
0,692,89
0,7,44
0,70,51
0,701,77
0,704,78
0,705,5
0,706,8
0,707,50
0,708,11
0,71,54
0,710,55
0,712,38
0,72,100
0,721,48
0,722,30
0,724,89
0,73,35
0,732,69
0,736,21
0,738,47
0,74,76
0,745,64
0,752,86
0,753,79
0,76,66
0,768,53
0,769,24
0,77,42
0,770,35
0,771,31
0,772,77
0,774,46
0,775,91
0,776,61
0,777,7
