source,end,weight
0,1,43
0,10,69
0,11,62
0,12,36
0,13,56
0,15,78
0,16,39
0,17,21
0,18,89
0,19,100
0,2,86
0,20,60
0,21,68
0,22,94
0,23,21
0,24,53
0,25,28
0,26,6
0,27,6
0,28,31
0,29,37
0,3,50
0,4,68
0,5,53
0,6,99
0,7,43
0,8,100
0,9,53
1,0,43
1,10,61
1,11,40
1,12,50
1,13,68
1,14,16
1,16,6
1,17,37
1,18,67
1,2,23
1,20,48
1,21,34
1,24,87
1,26,26
1,28,60
1,3,11
1,4,99
1,5,27
1,6,10
1,8,79
1,9,14
10,0,69
10,1,61
10,13,18
10,17,37
10,18,82
10,2,46
10,20,34
10,5,87
10,6,24
10,8,86
10,9,39
11,0,62
11,1,40
11,6,38
11,8,85
12,0,36
12,1,50
12,14,32
12,16,87
12,17,100
12,18,45
12,19,27
12,28,34
12,3,20
12,4,69
12,5,32
12,6,49
12,7,48
12,8,21
12,9,45
13,0,56
13,1,68
13,10,18
13,17,53
13,18,83
14,1,16
14,12,32
14,17,26
14,18,41
14,2,15
14,4,23
14,6,49
14,8,64
15,0,78
15,17,73
15,2,85
16,0,39
16,1,6
16,12,87
16,17,81
16,18,56
16,19,38
16,2,70
16,20,34
16,24,74
16,26,82
16,27,44
16,29,8
16,3,10
16,4,41
16,6,99
16,8,25
16,9,97
17,0,21
17,1,37
17,10,37
17,12,100
17,13,53
17,14,26
17,15,73
17,16,81
17,2,3
17,26,40
17,27,95
17,3,14
17,4,37
17,5,48
17,8,39
18,0,89
18,1,67
18,10,82
18,12,45
18,13,83
18,14,41
18,16,56
18,2,51
18,25,73
18,4,30
18,5,85
18,8,69
19,0,100
19,12,27
19,16,38
19,6,84
2,0,86
2,1,23
2,10,46
2,14,15
2,15,85
2,16,70
2,17,3
2,18,51
2,20,50
2,24,74
2,25,4
2,3,31
2,4,42
2,5,82
2,7,34
2,8,60
2,9,6
20,0,60
20,1,48
20,10,34
20,16,34
20,2,50
20,22,5
20,24,60
20,25,41
20,29,86
20,3,64
20,4,52
20,6,47
20,8,13
21,0,68
21,1,34
21,28,72
22,0,94
22,20,5
22,6,10
23,0,21
23,5,86
24,0,53
24,1,87
24,16,74
24,2,74
24,20,60
24,3,15
24,4,90
24,5,49
24,8,61
25,0,28
25,18,73
25,2,4
25,20,41
25,6,93
25,9,21
26,0,6
26,1,26
26,16,82
26,17,40
26,3,31
26,5,3
26,8,70
27,0,6
27,16,44
27,17,95
27,28,36
27,4,73
28,0,31
28,1,60
28,12,34
28,21,72
28,27,36
28,5,69
29,0,37
29,16,8
29,20,86
3,0,50
3,1,11
3,12,20
3,16,10
3,17,14
3,2,31
3,20,64
3,24,15
3,26,31
3,30,32
3,4,45
3,8,96
3,9,14
30,3,32
4,0,68
4,1,99
4,12,69
4,14,23
4,16,41
4,17,37
4,18,30
4,2,42
4,20,52
4,24,90
4,27,73
4,3,45
4,5,19
4,6,84
4,8,66
4,9,50
5,0,53
5,1,27
5,10,87
5,12,32
5,17,48
5,18,85
5,2,82
5,23,86
5,24,49
5,26,3
5,28,69
5,4,19
5,7,47
5,8,75
6,0,99
6,1,10
6,10,24
6,11,38
6,12,49
6,14,49
6,16,99
6,19,84
6,20,47
6,22,10
6,25,93
6,4,84
6,8,1
7,0,43
7,12,48
7,2,34
7,5,47
7,8,90
8,0,100
8,1,79
8,10,86
8,11,85
8,12,21
8,14,64
8,16,25
8,17,39
8,18,69
8,2,60
8,20,13
8,24,61
8,26,70
8,3,96
8,4,66
8,5,75
8,6,1
8,7,90
9,0,53
9,1,14
9,10,39
9,12,45
9,16,97
9,2,6
9,25,21
9,3,14
9,4,50
