source,end,weight
0,1,17
0,10,31
0,100,34
0,101,7
0,102,57
0,104,4
0,105,30
0,108,35
0,109,91
0,11,47
0,110,58
0,112,82
0,116,94
0,117,20
0,12,7
0,123,88
0,13,18
0,14,63
0,15,46
0,16,85
0,17,78
0,18,98
0,19,37
0,2,80
0,20,86
0,21,79
0,22,62
0,23,88
0,24,92
0,25,50
0,26,54
0,27,43
0,28,20
0,29,97
0,3,78
0,31,94
0,32,14
0,33,59
0,34,71
0,35,63
0,36,98
0,37,82
0,38,55
0,39,32
0,4,98
0,40,78
0,41,37
0,42,30
0,44,55
0,45,93
0,48,22
0,49,82
0,5,88
0,50,27
0,51,7
0,52,60
0,54,46
0,55,52
0,56,89
0,57,51
0,58,46
0,59,60
0,6,60
0,60,48
0,64,35
0,65,76
0,66,75
0,67,84
0,68,57
0,69,81
0,7,92
0,70,16
0,72,18
0,73,97
0,74,21
0,75,24
0,76,41
0,77,6
0,79,62
0,8,35
0,80,87
0,81,92
0,82,20
0,84,32
0,85,65
0,88,68
0,89,47
0,9,96
0,90,32
0,92,71
0,96,63
0,97,53
0,98,40
1,0,17
1,10,69
1,100,54
1,105,49
1,11,45
1,112,48
1,114,93
1,12,12
1,120,79
1,121,95
1,16,93
1,17,30
1,18,55
1,19,57
1,2,36
1,20,23
1,21,75
1,22,93
1,23,35
1,24,92
1,25,64
1,26,13
1,27,80
1,28,71
1,3,41
1,32,26
1,33,62
1,34,80
1,35,67
1,36,56
1,37,28
1,4,42
1,40,6
1,41,83
1,42,48
1,45,1
1,46,53
1,48,31
1,50,94
1,52,34
1,58,56
1,6,97
1,64,92
1,65,94
1,67,99
1,71,27
1,72,13
1,74,95
1,76,55
1,8,49
1,80,7
1,82,41
1,83,40
1,84,74
1,88,36
1,90,47
1,92,2
1,96,3
1,98,96
10,0,31
10,1,69
10,110,46
10,12,48
10,120,98
10,124,72
10,14,82
10,16,76
10,17,32
10,18,58
10,2,83
10,28,27
10,32,47
10,34,93
10,35,26
10,36,93
10,37,99
10,38,38
10,4,45
10,44,77
10,48,48
10,5,9
10,52,73
10,64,33
10,65,20
10,66,41
10,68,70
10,69,30
10,70,66
10,72,74
10,74,16
10,76,14
10,8,48
10,80,55
10,81,16
10,82,28
10,88,2
10,9,97
10,90,63
10,96,62
10,98,58
10,99,31
100,0,34
100,1,54
100,105,21
100,15,95
100,4,20
100,44,13
100,56,97
100,65,85
100,67,94
100,72,91
100,8,35
101,0,7
101,16,18
101,24,93
101,32,94
101,49,7
101,64,68
101,84,62
102,0,57
102,21,29
102,41,55
102,55,4
102,56,89
103,16,78
103,2,67
103,24,50
103,72,23
103,84,27
104,0,4
104,108,76
104,16,63
104,2,6
104,4,37
104,46,37
104,53,75
104,67,58
104,80,3
104,86,60
104,9,98
105,0,30
105,1,49
105,100,21
105,12,45
105,15,66
105,2,65
105,24,49
105,8,82
106,8,94
106,84,21
107,32,81
107,8,6
108,0,35
108,104,76
108,18,10
108,29,51
108,96,1
109,0,91
109,2,8
109,32,33
109,4,66
109,7,18
109,88,67
11,0,47
11,1,45
11,116,25
11,13,66
11,4,67
11,52,59
11,64,24
11,8,3
110,0,58
110,10,46
110,17,30
110,36,79
111,4,89
112,0,82
112,1,48
112,12,13
112,13,94
112,2,61
112,20,15
112,36,66
112,38,49
112,44,31
112,48,68
112,64,95
112,65,62
112,66,36
113,2,61
113,4,38
113,64,91
113,72,28
113,88,18
114,1,93
114,19,77
114,25,5
114,28,50
114,5,51
114,50,84
116,0,94
116,11,25
116,32,36
116,34,12
116,65,19
116,8,31
116,99,63
117,0,20
117,8,70
118,18,97
118,20,78
118,98,27
119,2,31
12,0,7
12,1,12
12,10,48
12,105,45
12,112,13
12,16,73
12,17,19
12,19,51
12,2,35
12,20,43
12,25,9
12,32,77
12,34,35
12,36,3
12,39,9
12,4,34
12,48,33
12,5,92
12,51,28
12,6,45
12,64,87
12,65,66
12,66,94
12,69,84
12,70,1
12,8,5
12,80,8
12,82,86
12,84,18
12,88,98
12,92,16
12,96,38
120,1,79
120,10,98
120,24,84
120,36,27
120,53,78
120,64,7
120,72,41
120,8,89
121,1,95
121,20,20
121,4,86
122,96,85
123,0,88
124,10,72
124,70,92
124,8,10
125,25,90
13,0,18
13,11,66
13,112,94
13,18,2
13,2,47
13,24,21
13,32,57
13,36,94
13,4,51
13,5,26
13,52,66
13,64,30
13,74,10
13,82,69
13,90,41
13,96,21
14,0,63
14,10,82
14,2,24
14,32,58
14,34,19
14,4,56
14,71,71
14,72,3
15,0,46
15,100,95
15,105,66
15,5,81
16,0,85
16,1,93
16,10,76
16,101,18
16,103,78
16,104,63
16,12,73
16,17,31
16,18,25
16,19,76
16,2,46
16,20,64
16,21,85
16,22,64
16,24,42
16,26,85
16,28,31
16,3,50
16,32,9
16,33,78
16,34,48
16,35,86
16,36,73
16,4,88
16,40,17
16,41,97
16,42,93
16,44,79
16,48,50
16,5,70
16,50,1
16,52,89
16,54,72
16,56,61
16,57,56
16,6,2
16,60,82
16,64,92
16,65,31
16,66,76
16,68,6
16,69,10
16,70,1
16,71,22
16,72,58
16,73,46
16,74,47
16,75,89
16,77,27
16,8,55
16,80,31
16,82,30
16,84,78
16,88,9
16,89,98
16,9,1
16,90,82
16,96,98
16,97,11
17,0,78
17,1,30
17,10,32
17,110,30
17,12,19
17,16,31
17,18,36
17,2,9
17,20,83
17,24,39
17,26,95
17,28,100
17,3,54
17,32,29
17,33,85
17,38,42
17,41,80
17,48,60
17,5,7
17,50,92
17,64,59
17,66,13
17,68,8
17,7,89
17,72,34
17,76,46
17,8,100
17,82,99
17,9,3
17,91,80
17,97,84
18,0,98
18,1,55
18,10,58
18,108,10
18,118,97
18,13,2
18,16,25
18,17,36
18,2,32
18,20,48
18,23,3
18,28,14
18,3,59
18,32,88
18,34,75
18,35,19
18,36,45
18,37,78
18,4,39
18,41,86
18,44,95
18,5,36
18,64,32
18,66,47
18,67,28
18,68,49
18,69,23
18,7,73
18,70,48
18,8,77
18,80,85
18,82,66
18,9,69
18,96,93
19,0,37
19,1,57
19,114,77
19,12,51
19,16,76
19,32,97
19,35,14
19,40,60
19,64,56
19,68,23
19,72,86
19,93,51
2,0,80
2,1,36
2,10,83
2,103,67
2,104,6
2,105,65
2,109,8
2,112,61
2,113,61
2,119,31
2,12,35
2,13,47
2,14,24
2,16,46
2,17,9
2,18,32
2,20,78
2,21,39
2,24,18
2,25,62
2,3,86
2,32,56
2,33,100
2,34,17
2,35,3
2,36,72
2,37,56
2,38,15
2,4,96
2,40,95
2,42,30
2,48,14
2,49,51
2,5,73
2,6,40
2,60,32
2,64,39
2,65,54
2,66,42
2,67,62
2,68,9
2,69,56
2,7,13
2,72,5
2,73,89
2,74,87
2,76,94
2,78,91
2,8,75
2,80,8
2,81,2
2,82,1
2,84,27
2,85,75
2,9,40
2,92,6
2,97,7
2,98,6
20,0,86
20,1,23
20,112,15
20,118,78
20,12,43
20,121,20
20,16,64
20,17,83
20,18,48
20,2,78
20,25,46
20,3,41
20,32,77
20,34,5
20,35,36
20,36,39
20,4,10
20,41,59
20,5,96
20,64,36
20,66,98
20,68,60
20,71,35
20,72,32
20,76,49
20,8,82
20,80,29
20,81,86
20,9,34
20,96,11
21,0,79
21,1,75
21,102,29
21,16,85
21,2,39
21,24,94
21,3,100
21,34,76
21,49,90
21,5,9
21,50,32
21,54,91
21,60,61
21,70,45
21,92,23
22,0,62
22,1,93
22,16,64
22,32,20
22,36,4
22,4,13
22,5,66
22,65,73
22,66,73
22,78,35
22,8,83
22,9,39
22,96,41
23,0,88
23,1,35
23,18,3
23,32,72
23,45,22
23,61,100
23,64,33
24,0,92
24,1,92
24,101,93
24,103,50
24,105,49
24,120,84
24,13,21
24,16,42
24,17,39
24,2,18
24,21,94
24,3,60
24,32,6
24,33,21
24,34,99
24,38,29
24,4,34
24,40,1
24,48,63
24,56,6
24,57,43
24,6,26
24,64,85
24,65,98
24,66,52
24,76,84
24,96,57
25,0,50
25,1,64
25,114,5
25,12,9
25,125,90
25,2,62
25,20,46
25,29,2
25,3,70
25,30,31
25,35,15
25,4,48
25,41,25
25,64,71
25,66,6
25,68,84
25,72,60
25,9,26
