source,end,weight
0,1,46
0,10,29
0,100,70
0,1004,78
0,101,90
0,102,38
0,1024,65
0,1025,89
0,1026,67
0,1027,45
0,1028,78
0,1029,33
0,103,3
0,1030,19
0,1031,98
0,1032,90
0,1033,38
0,1034,49
0,1035,19
0,1036,96
0,1037,86
0,1038,38
0,104,1
0,1040,8
0,1041,35
0,1042,63
0,1043,98
0,1044,31
0,1046,66
0,1048,26
0,1049,90
0,105,19
0,1050,42
0,1051,84
0,1052,92
0,1054,42
0,1056,84
0,1057,8
0,1058,5
0,1059,61
0,106,45
0,1060,92
0,1061,23
0,1062,58
0,1063,81
0,1064,12
0,1065,58
0,1066,100
0,1070,68
0,1072,23
0,1073,30
0,1074,52
0,1075,5
0,1076,93
0,1078,48
0,108,35
0,1080,59
0,1081,89
0,1084,84
0,1088,5
0,1089,13
0,1090,27
0,1091,96
0,1092,88
0,1093,36
0,1094,29
0,1095,51
0,1096,93
0,1097,28
0,1098,10
0,11,76
0,110,15
0,1100,16
0,1101,77
0,1102,42
0,1104,6
0,1105,93
0,1106,94
0,1108,61
0,1110,67
0,1112,81
0,1114,20
0,1116,68
0,1118,83
0,112,54
0,1120,45
0,1121,10
0,1122,72
0,1124,97
0,1125,100
0,1126,83
0,1128,79
0,113,19
0,1132,68
0,1137,76
0,114,35
0,1140,68
0,1146,12
0,1148,96
0,1152,56
0,1153,78
0,1154,24
0,1156,29
0,1157,58
0,1158,45
0,1160,49
0,1161,25
0,1163,68
0,1164,46
0,1165,86
0,1166,45
0,1167,11
0,1168,13
0,1169,19
0,117,86
0,1170,37
0,1171,80
0,1172,11
0,1176,48
0,1178,9
0,1179,96
0,1180,37
0,1184,44
0,1185,11
0,1186,47
0,1188,69
0,1189,92
0,1190,82
0,1191,69
0,1192,16
0,1193,85
0,1194,37
0,1196,70
0,12,76
0,120,25
0,1200,51
0,1201,12
0,1202,13
0,1204,44
0,1208,81
0,1216,84
0,1217,59
0,1220,2
0,1224,96
0,1225,9
0,1229,58
0,1231,91
0,1232,21
0,1233,62
0,1236,52
0,1243,43
0,1248,23
0,1250,54
0,1257,78
0,1262,68
0,1264,60
0,1268,59
0,1272,23
0,128,68
0,1280,9
0,1281,48
0,1282,9
0,1283,95
0,1284,73
0,1285,53
0,1288,30
0,1289,78
0,129,93
0,1290,35
0,1292,29
0,1293,54
0,1294,74
0,1296,75
0,1297,45
0,1298,51
0,1299,33
0,13,19
0,130,74
0,1300,74
0,1304,94
0,1308,93
0,1309,79
0,131,89
0,1310,91
0,1312,26
0,1313,99
0,1314,48
0,1315,50
0,1316,3
0,1318,59
0,1319,84
0,132,34
0,1320,57
0,1322,51
0,1324,50
0,1325,25
0,1326,25
0,1328,21
0,1329,75
0,133,63
0,1333,86
0,1338,74
0,1339,91
0,134,91
0,1344,63
0,1345,42
0,1346,36
0,1347,17
0,1349,47
0,135,35
0,1350,1
0,1351,78
0,1352,91
0,1355,93
0,1356,27
0,1358,69
0,136,82
0,1360,65
0,1364,15
0,1365,30
0,1366,58
0,1368,8
0,137,36
0,1372,95
0,1376,86
0,1377,86
0,1378,25
0,138,69
0,1382,36
0,139,68
0,1392,63
0,14,26
0,140,12
0,1406,36
0,1408,85
0,1409,13
0,141,83
0,1411,17
0,1412,89
0,1413,69
0,1414,43
0,1416,17
0,1417,61
0,142,45
0,1420,95
0,1424,70
0,1425,55
0,1428,6
0,143,17
0,1432,19
0,1433,25
0,1434,67
0,144,53
0,1440,67
0,1448,31
0,145,31
0,1456,27
0,146,22
0,1460,99
0,1465,42
0,147,70
0,1472,77
0,1473,48
0,1474,68
0,148,16
0,1483,61
0,1488,82
0,149,13
0,1490,5
0,15,31
0,150,64
0,1509,43
0,151,40
0,152,82
0,1520,85
0,1524,70
0,153,66
0,1536,88
0,1537,3
0,1538,63
0,154,76
0,1540,45
0,1541,99
0,1542,7
0,1544,59
0,1545,97
0,1546,23
0,1547,78
0,1548,92
0,1549,56
0,155,42
0,1550,78
0,1552,46
0,1553,61
0,1554,17
0,1556,97
0,1557,97
0,1558,8
0,156,59
0,1560,80
0,1561,68
0,1562,22
0,1564,8
0,1568,48
0,1569,74
0,1570,24
0,1573,82
0,1576,78
0,1577,80
0,1578,60
0,1579,22
0,1584,49
0,1588,67
0,1589,7
0,159,78
0,16,82
0,160,36
0,1600,66
0,1601,4
0,1602,21
0,1604,38
0,1605,78
0,1606,20
0,1608,57
0,1609,31
0,161,83
0,1610,88
0,1611,44
0,1616,7
0,162,66
0,1620,80
0,1629,19
0,163,69
0,1632,74
0,1634,95
0,164,45
0,165,9
0,166,55
0,1664,92
0,1665,50
0,1666,96
0,1667,63
0,167,78
0,1672,42
0,1674,81
0,1678,58
0,168,96
0,1681,45
0,1682,72
0,1684,49
0,1685,75
0,1686,79
0,1688,17
0,169,23
0,1690,99
0,1692,61
0,1696,4
0,1697,61
0,17,25
0,170,46
0,1700,37
0,1704,67
0,171,7
0,1719,63
0,172,58
0,1725,55
0,1728,67
0,1729,55
0,173,42
0,1730,11
0,1732,9
0,1736,64
0,1746,46
0,176,72
0,1760,37
0,1761,92
0,177,96
0,1773,86
0,1776,8
0,178,80
0,1786,66
0,1792,37
0,1793,52
0,1794,63
0,1795,75
0,1796,31
0,1798,29
0,18,96
0,180,60
0,1800,61
0,1801,26
0,1802,92
0,1804,64
0,1808,31
0,181,95
0,1812,95
0,1813,70
0,1814,71
0,1816,18
0,1820,33
0,1824,65
0,1825,28
0,183,93
0,1832,50
0,1835,13
0,184,60
0,1841,53
0,1842,22
0,1844,22
0,1849,85
0,1856,82
0,1858,56
0,186,87
0,1860,51
0,1864,22
0,1872,54
0,1873,13
0,1875,27
0,1886,33
0,189,96
0,1891,65
0,19,5
0,190,48
0,1909,90
0,192,78
0,1920,55
0,1921,44
0,1922,67
0,1923,13
0,1929,90
0,193,66
0,194,52
0,1940,16
0,195,74
0,1956,38
0,196,26
0,197,6
0,198,52
0,1984,41
0,1985,69
0,1986,73
0,1988,66
0,1989,33
0,199,21
0,1992,43
0,2,28
0,20,25
0,200,81
0,2008,40
0,201,49
0,203,38
0,2032,50
0,204,90
0,2048,87
0,2049,32
0,205,1
0,2050,60
0,2051,42
0,2052,54
0,2053,97
0,2054,40
0,2055,37
0,2056,2
0,2057,85
0,2058,9
0,2059,23
0,2060,22
0,2061,22
0,2062,50
0,2064,96
0,2065,63
0,2066,100
0,2067,58
0,2068,39
0,2069,36
0,207,13
0,2070,10
0,2072,53
0,2073,22
0,2074,86
0,2075,17
0,2076,36
0,2077,88
0,208,48
0,2080,72
0,2081,7
0,2082,64
0,2083,77
0,2084,55
0,2085,55
0,2086,13
0,2088,40
0,2089,74
0,209,78
0,2090,30
0,2091,13
0,2092,95
0,2094,87
0,2096,94
0,2097,87
0,2098,100
0,2099,84
0,21,86
0,210,51
0,2100,74
0,2101,9
0,2104,82
0,2105,51
0,2106,46
0,2107,70
0,2110,91
0,2112,51
0,2113,6
0,2114,90
0,2115,6
0,2116,13
0,2117,2
0,2118,13
0,2119,4
0,212,73
0,2120,75
0,2121,43
0,2122,16
0,2123,22
0,2124,26
0,2126,64
0,2128,92
0,2129,15
0,213,80
0,2130,54
0,2131,17
0,2132,23
0,2133,20
0,2135,57
0,2136,22
0,2137,91
0,2138,26
0,214,52
0,2144,26
0,2145,66
0,2146,39
0,2148,68
0,215,84
0,2150,41
0,2152,97
0,2154,15
0,2157,30
0,216,85
0,2160,44
0,2161,46
0,2167,38
0,2169,52
0,217,38
0,2173,78
0,2176,44
0,2177,63
0,2178,33
0,2179,63
0,218,54
0,2180,65
0,2181,25
0,2182,56
0,2184,32
0,2185,71
0,2186,35
0,2188,100
0,2189,27
0,2190,49
0,2192,72
0,2193,69
0,2194,14
0,2196,35
0,2198,25
0,22,31
0,220,33
0,2200,91
0,2203,61
0,2207,51
0,2208,69
0,2209,41
0,2210,13
0,2212,66
0,2216,90
0,2217,33
0,2218,41
0,2224,62
0,2226,69
0,2227,48
0,2228,89
0,2236,27
0,2238,32
0,224,71
0,2240,36
0,2241,96
0,2242,32
0,2244,15
0,2247,57
0,2248,65
0,225,18
0,2252,82
0,2253,86
0,2257,24
0,226,36
0,2262,1
0,227,96
0,2272,6
0,2273,62
0,2274,73
0,2278,28
0,228,23
0,2282,81
0,229,39
0,23,21
0,230,16
0,2304,88
0,2305,46
0,2306,36
