source,end,weight
0,1,52
0,10,12
0,100,7
0,101,43
0,102,2
0,104,30
0,105,18
0,106,16
0,109,59
0,11,44
0,112,18
0,114,93
0,116,40
0,12,5
0,120,13
0,122,45
0,123,31
0,128,1
0,129,81
0,13,49
0,130,64
0,131,59
0,132,76
0,133,18
0,134,48
0,136,35
0,137,64
0,138,3
0,139,19
0,14,37
0,140,74
0,141,2
0,142,88
0,144,94
0,145,80
0,146,79
0,147,85
0,148,67
0,149,14
0,150,99
0,152,45
0,153,43
0,155,91
0,157,94
0,16,67
0,160,74
0,161,17
0,162,80
0,163,49
0,164,34
0,165,80
0,168,95
0,169,8
0,17,58
0,170,91
0,172,61
0,173,78
0,176,9
0,177,89
0,178,91
0,18,61
0,180,54
0,181,42
0,182,58
0,184,84
0,186,40
0,187,6
0,188,11
0,19,3
0,192,10
0,193,59
0,194,85
0,196,38
0,197,42
0,198,15
0,2,23
0,20,49
0,200,49
0,201,57
0,202,51
0,206,68
0,208,1
0,209,10
0,21,28
0,210,20
0,211,6
0,212,51
0,217,47
0,218,92
0,22,93
0,222,97
0,224,28
0,225,34
0,226,43
0,228,75
0,229,9
0,232,65
0,234,89
0,235,50
0,24,77
0,240,17
0,241,67
0,244,95
0,25,18
0,256,35
0,257,8
0,258,66
0,259,62
0,26,66
0,260,17
0,261,66
0,262,89
0,263,33
0,264,68
0,265,77
0,266,35
0,267,30
0,268,84
0,269,29
0,27,58
0,270,45
0,271,52
0,272,95
0,273,66
0,274,71
0,275,42
0,276,41
0,278,86
0,28,73
0,280,80
0,284,93
0,286,99
0,288,1
0,289,64
0,290,40
0,291,69
0,292,29
0,294,1
0,296,8
0,299,91
0,3,14
0,300,16
0,302,95
0,304,39
0,307,32
0,308,97
0,312,79
0,32,87
0,320,91
0,321,93
0,322,42
0,323,71
0,324,73
0,325,43
0,326,19
0,328,29
0,329,48
0,33,40
0,330,23
0,331,44
0,332,21
0,334,58
0,336,33
0,337,60
0,338,43
0,34,83
0,340,100
0,342,57
0,35,98
0,352,47
0,354,20
0,356,4
0,357,90
0,358,2
0,36,66
0,360,37
0,364,40
0,368,96
0,369,15
0,37,88
0,370,5
0,38,36
0,384,49
0,385,77
0,386,4
0,387,52
0,388,67
0,39,46
0,390,36
0,391,55
0,392,81
0,393,63
0,394,64
0,396,99
0,4,60
0,40,11
0,400,98
0,401,1
0,402,93
0,403,56
0,405,22
0,409,58
0,41,99
0,410,66
0,412,97
0,414,24
0,416,52
0,417,27
0,418,49
0,419,70
0,42,41
0,422,24
0,424,98
0,426,35
0,429,82
0,43,15
0,433,38
0,434,80
0,44,47
0,448,54
0,450,72
0,452,51
0,453,48
0,455,1
0,456,87
0,457,37
0,46,53
0,464,83
0,470,56
0,48,87
0,480,56
0,481,64
0,482,27
0,483,59
0,484,63
0,49,65
0,5,27
0,50,16
0,504,44
0,52,92
0,53,61
0,54,7
0,55,21
0,56,78
0,57,25
0,58,78
0,6,54
0,61,94
0,64,33
0,65,100
0,66,95
0,67,98
0,68,88
0,69,82
0,7,39
0,70,95
0,71,98
0,72,80
0,73,36
0,74,64
0,76,17
0,8,81
0,80,33
0,81,59
0,82,41
0,84,19
0,85,48
0,86,96
0,87,96
0,88,72
0,89,73
0,9,71
0,92,19
0,96,14
0,97,26
0,98,49
0,99,53
1,0,52
1,10,55
1,102,54
1,106,57
1,109,29
1,11,26
1,110,22
1,111,5
1,112,52
1,114,78
1,116,65
1,118,42
1,119,63
1,12,55
1,120,11
1,128,11
1,13,4
1,130,82
1,132,17
1,134,78
1,135,77
1,136,19
1,137,87
1,138,89
1,140,15
1,141,62
1,144,3
1,146,60
1,148,82
1,15,91
1,152,61
1,153,4
1,16,68
1,160,83
1,161,13
1,162,42
1,168,57
1,17,53
1,176,97
1,18,20
1,19,64
1,192,42
1,194,75
1,195,93
1,196,51
1,197,2
1,198,62
1,2,47
1,20,56
1,204,46
1,205,76
1,208,76
1,212,59
1,224,16
1,225,44
1,230,29
1,232,90
1,238,76
1,24,47
1,242,98
1,256,8
1,258,46
1,259,4
1,26,21
1,260,92
1,262,68
1,263,82
1,264,89
1,266,16
1,267,78
1,268,74
1,27,28
1,272,89
1,274,78
1,28,58
1,280,29
1,288,78
1,289,14
1,290,99
1,292,39
1,294,2
1,296,49
1,3,81
1,300,61
1,304,47
1,308,2
1,312,78
1,32,21
1,320,51
1,322,55
1,328,74
1,33,42
1,330,98
1,332,83
1,34,61
1,340,20
1,343,98
1,35,14
1,352,82
1,353,87
1,354,2
1,355,58
1,356,43
1,36,69
1,372,31
1,38,8
1,384,34
1,386,49
1,388,52
1,392,15
1,394,39
1,396,37
1,398,80
1,4,94
1,40,4
1,400,39
1,403,21
1,418,16
1,432,32
1,44,17
1,440,36
1,441,57
1,448,96
1,450,10
1,451,2
1,452,8
1,460,77
1,48,5
1,481,30
1,5,76
1,50,100
1,502,8
1,52,74
1,53,68
1,56,58
1,58,99
1,6,91
1,60,64
1,64,39
1,65,60
1,66,97
1,68,63
1,69,56
1,70,68
1,71,18
1,72,69
1,73,53
1,74,27
1,76,5
1,78,73
1,8,40
1,80,96
1,82,69
1,88,98
1,9,1
1,90,15
1,92,87
1,96,74
1,98,85
10,0,12
10,1,55
10,100,24
10,104,82
10,108,18
10,116,43
10,12,9
10,128,2
10,129,18
10,131,77
10,132,10
10,134,6
10,137,85
10,142,83
10,144,87
10,145,8
10,16,91
10,164,1
10,17,70
10,179,59
10,18,92
10,180,58
10,182,38
10,19,52
10,192,35
10,194,79
10,2,52
10,205,43
10,21,51
10,232,37
10,234,11
10,24,34
10,25,4
10,256,23
10,258,84
10,259,77
10,261,17
10,262,79
10,264,79
10,266,85
10,273,3
10,274,52
10,275,62
10,280,34
10,281,17
10,288,39
10,290,48
10,296,70
10,30,59
10,304,80
10,314,90
10,32,8
10,321,76
10,322,80
10,337,36
10,355,12
10,36,2
10,369,82
10,375,37
10,4,95
10,40,3
10,401,98
10,402,60
10,408,12
10,433,62
10,448,73
10,450,72
10,46,95
10,48,52
10,496,67
10,5,18
10,53,38
10,64,15
10,65,23
10,66,11
10,68,33
10,69,24
10,8,62
10,80,35
10,81,74
10,82,77
10,87,55
10,9,40
10,96,98
100,0,7
100,10,24
100,128,75
100,132,84
100,14,2
100,152,72
100,164,16
100,224,87
