source,end,weight
1,0,100
1,2,26
1,3,24
1,4,36
1,5,8
1,6,91
1,8,80
1,10,5
1,11,9
1,16,28
1,18,99
1,20,83
1,22,40
1,24,50
1,25,97
0,1,100
0,2,26
1,28,51
1,30,47
1,32,91
1,33,66
1,34,66
1,35,8
1,38,22
1,40,56
1,44,66
1,45,19
1,48,85
1,49,70
1,50,87
1,53,41
1,57,66
1,64,58
1,65,92
1,66,43
1,67,81
1,68,27
1,72,51
1,76,71
1,77,58
1,80,7
1,84,31
1,92,85
1,94,5
1,96,65
1,97,24
0,3,24
0,4,36
0,5,8
0,6,91
1,100,55
1,101,61
1,104,26
1,106,53
1,109,4
1,112,43
1,116,18
1,123,63
1,128,17
1,129,26
0,7,80
0,8,5
1,130,29
1,132,35
1,133,10
1,136,98
0,9,9
1,138,21
1,142,2
0,10,28
0,11,99
1,144,16
0,12,83
0,13,40
1,146,30
1,156,93
0,14,50
0,15,97
1,157,58
1,162,63
0,16,51
0,17,47
1,164,71
0,18,91
1,169,8
1,176,85
0,19,66
0,20,66
1,189,28
1,198,14
0,21,8
1,203,16
0,22,22
0,23,56
1,210,12
0,24,66
1,224,71
1,228,32
0,25,19
0,27,85
1,256,87
1,257,77
0,29,70
1,258,45
0,30,87
0,31,41
1,260,64
1,261,29
0,32,66
1,264,48
0,33,58
1,266,7
0,34,92
0,35,43
1,268,47
1,273,10
0,36,81
0,37,27
1,280,23
1,286,24
0,38,51
1,290,90
0,39,71
0,41,58
1,292,9
1,296,33
0,42,7
1,306,88
0,44,31
1,310,81
1,320,86
0,46,85
0,48,5
1,322,55
0,49,65
0,56,24
1,332,10
1,336,30
1,340,12
1,344,72
1,345,100
0,57,55
1,346,72
1,356,57
0,58,61
1,370,27
1,374,85
0,64,26
0,65,53
1,384,24
0,66,4
0,67,43
1,386,38
1,387,7
0,68,18
1,400,7
0,69,63
1,405,76
1,416,83
0,70,17
0,71,26
1,418,51
0,72,29
0,74,35
1,424,39
1,475,12
0,76,10
1,479,50
0,77,98
0,78,21
1,480,45
0,80,2
1,512,10
1,513,12
0,82,16
1,514,19
0,83,30
0,84,93
1,515,33
1,516,1
0,90,58
0,91,63
1,517,27
0,96,71
1,518,17
1,521,40
0,97,8
1,524,59
0,98,85
0,99,28
1,526,54
1,528,94
0,104,14
0,108,16
1,529,69
1,532,83
0,111,12
1,533,6
0,112,71
1,544,92
0,114,32
0,115,87
1,545,82
1,546,77
0,116,77
0,120,45
1,566,100
0,128,64
1,576,8
1,578,13
0,129,29
0,130,48
0,131,7
1,583,23
0,132,47
1,590,97
1,620,72
0,133,10
0,134,23
1,624,82
1,641,72
0,135,24
1,644,54
0,136,90
0,137,9
1,665,32
1,666,62
1,672,17
1,676,82
0,138,33
1,680,7
1,681,78
0,140,88
1,712,45
1,715,77
0,144,81
0,145,86
1,726,10
0,148,55
0,149,10
1,728,45
1,748,56
0,150,30
1,768,78
0,152,12
0,153,72
1,772,37
1,774,14
0,156,100
1,776,31
0,157,72
0,160,57
1,780,30
1,800,34
0,161,27
0,162,85
0,164,24
0,165,38
0,166,7
0,168,7
0,169,76
0,176,83
1,808,13
1,832,87
0,184,51
0,192,39
0,193,12
1,834,26
0,195,50
0,196,45
0,198,10
0,200,12
1,897,94
1,902,15
0,201,19
0,202,33
1,904,25
0,203,1
1,932,53
1,980,28
0,204,27
0,208,17
