source,end,weight
1,0,12
1,2,83
1,3,48
1,4,80
1,5,78
1,8,31
1,9,4
1,12,90
1,16,49
1,17,56
1,18,89
1,19,58
1,21,38
1,22,16
1,24,78
1,32,100
1,33,16
0,1,12
0,2,83
0,3,48
0,4,80
0,5,78
0,6,31
0,7,4
0,8,90
0,9,49
0,11,56
0,12,89
0,13,58
0,16,38
0,18,16
0,19,78
0,20,100
0,21,16
0,24,83
0,25,29
0,32,96
0,34,10
0,36,36
0,37,49
0,39,45
0,40,48
0,41,82
0,50,58
1,45,83
1,49,29
1,65,96
1,66,10
1,67,36
1,68,49
1,74,45
1,76,48
1,82,82
1,88,58
1,96,42
1,97,28
1,100,28
1,104,11
1,108,39
1,112,63
1,128,11
1,129,19
1,131,40
1,132,41
1,133,74
1,134,81
1,138,41
1,142,29
1,145,21
1,146,99
0,53,42
0,60,28
1,160,67
1,161,89
1,169,76
1,178,18
1,184,4
1,192,11
3,0,47
3,1,51
3,6,20
3,10,82
0,64,28
3,20,99
3,24,16
3,36,81
3,64,33
3,88,73
0,66,11
3,100,22
3,128,60
0,67,39
3,132,53
3,137,85
0,68,63
0,69,11
3,140,50
0,70,19
3,144,15
3,160,95
0,72,40
3,176,68
0,73,41
0,75,74
3,192,6
3,229,87
0,80,81
5,0,94
0,81,41
5,1,38
5,4,28
0,82,29
5,8,74
0,84,21
5,20,58
5,24,78
0,88,99
5,32,92
0,90,67
5,42,46
0,96,89
0,97,76
5,64,5
5,75,10
0,98,18
5,80,2
5,99,15
0,100,4
5,102,56
0,104,11
5,132,52
0,112,47
0,114,51
5,134,86
5,177,89
0,116,20
5,184,3
5,186,2
0,128,82
5,192,69
0,129,99
0,130,16
5,194,35
5,234,26
0,132,81
7,1,43
7,64,46
0,133,33
7,83,78
7,109,79
0,134,73
7,128,95
0,136,22
9,0,44
9,1,25
0,137,60
9,5,15
9,17,1
0,138,53
9,32,11
0,139,85
0,144,50
9,44,60
9,68,38
0,145,15
9,69,90
9,96,33
9,128,96
9,130,67
9,135,25
