1,0,66
1,2,33
1,3,2
1,4,76
1,5,15
1,6,75
1,8,85
1,9,87
source,end,weight
0,1,66
1,10,62
1,11,28
1,12,95
1,13,56
1,16,29
1,17,41
1,18,13
1,20,30
1,22,79
1,24,42
1,25,48
1,26,66
1,28,3
0,2,33
1,32,71
1,33,30
1,34,13
1,35,78
1,37,16
1,40,16
1,41,41
1,42,27
1,46,7
1,48,35
1,56,44
0,3,2
0,4,76
0,5,15
0,6,75
0,7,85
1,61,39
1,64,88
1,65,72
1,66,6
1,67,62
1,68,56
1,71,44
0,8,87
1,72,23
1,73,36
0,9,62
0,10,28
1,75,38
1,80,30
0,11,95
0,12,56
1,96,64
0,13,29
1,97,30
1,104,94
0,14,41
0,15,13
1,112,93
1,114,61
0,16,30
0,17,79
1,116,35
1,122,40
0,18,42
1,128,78
0,19,48
1,129,89
0,20,66
0,21,3
1,130,62
1,132,7
0,22,71
1,136,2
1,138,91
0,23,30
0,24,13
1,140,22
0,25,78
1,144,17
1,145,32
0,26,16
0,27,16
1,146,1
1,148,75
0,28,41
1,156,66
0,30,27
0,31,7
1,160,96
0,32,35
1,162,14
1,167,53
0,33,44
0,34,39
1,177,67
0,35,88
1,192,71
1,193,66
0,36,72
1,208,23
0,38,6
0,39,62
1,216,14
1,225,88
0,40,56
0,41,44
1,228,10
1,232,51
0,42,23
1,252,69
0,43,36
1,256,73
0,44,38
0,45,30
1,257,32
1,258,62
0,48,64
1,260,17
1,262,92
0,49,30
0,50,94
1,264,97
0,52,93
0,53,61
1,265,8
1,266,69
0,56,35
1,267,85
0,59,40
1,269,21
1,272,28
0,62,78
1,273,38
0,64,89
0,65,62
1,276,12
1,280,1
0,66,7
1,284,6
0,67,2
0,68,91
1,288,95
1,292,53
0,69,22
0,72,17
1,294,81
1,296,60
1,320,49
1,323,94
1,336,64
1,337,15
1,346,64
1,352,29
1,353,89
1,386,29
0,73,32
1,389,68
0,74,1
1,392,98
1,393,79
0,76,75
1,402,36
0,78,66
0,79,96
1,416,22
1,421,62
0,80,14
0,81,53
1,425,49
1,434,38
0,84,67
1,436,54
1,440,45
1,464,97
1,472,74
1,512,82
1,513,18
1,514,53
1,515,19
1,516,81
0,85,71
0,88,66
0,89,23
0,90,14
0,91,88
0,92,10
0,94,51
0,95,69
0,96,73
0,97,32
1,517,54
0,98,62
0,99,17
1,521,25
1,522,75
0,100,92
1,523,6
0,101,97
1,528,57
1,530,86
0,104,8
0,105,69
1,531,6
1,547,50
0,106,85
1,551,1
0,107,21
1,556,21
1,576,65
0,108,28
0,110,38
0,112,12
0,113,1
1,577,81
1,578,9
0,115,6
0,116,95
1,580,93
0,120,53
1,581,48
1,582,7
0,127,81
1,585,23
0,128,60
0,129,49
1,590,35
1,613,28
0,130,94
1,640,84
1,642,83
0,131,64
0,132,15
1,644,18
0,133,64
0,134,29
1,648,89
1,656,80
0,135,89
1,682,14
0,136,29
1,688,15
1,706,61
0,137,68
0,138,98
1,712,83
0,139,79
0,140,36
1,726,67
1,768,31
0,141,22
1,769,15
0,142,62
0,144,49
1,778,72
1,810,7
0,145,38
1,848,89
0,146,54
0,147,45
1,864,30
1,867,63
0,148,97
1,977,26
0,149,74
1,1024,35
1,1025,12
0,152,82
0,153,18
1,1026,78
0,154,53
0,156,19
1,1028,55
1,1031,28
0,159,81
1,1032,58
0,160,54
0,161,25
1,1040,16
1,1041,72
1,1042,57
1,1048,74
1,1056,46
1,1060,43
1,1065,1
1,1067,82
