source,end,weight
0,1,50
0,2,71
0,3,30
0,4,40
0,5,40
0,6,65
0,8,80
0,10,23
0,12,5
0,16,46
0,17,55
0,18,44
0,20,7
0,21,56
0,22,77
0,24,47
0,26,53
0,29,44
0,32,83
0,33,14
0,34,96
0,35,98
0,36,90
0,37,38
0,40,59
0,41,69
0,43,76
0,45,7
0,48,58
1,0,50
1,2,71
1,4,30
1,8,40
1,16,40
1,17,65
1,19,80
1,24,23
1,26,5
1,32,46
1,33,55
1,45,44
1,46,7
0,58,90
0,64,60
0,65,59
0,66,12
0,67,89
0,68,98
0,69,3
0,70,53
0,72,77
0,73,25
0,80,57
0,84,75
0,87,32
0,88,53
0,96,33
0,100,39
0,105,29
0,106,80
0,112,91
0,114,24
2,0,14
2,1,57
1,48,56
1,64,77
1,65,47
1,67,53
1,74,44
1,76,83
1,80,14
1,82,96
1,92,98
1,96,90
1,98,38
1,114,59
1,121,69
3,1,76
3,2,7
3,4,58
3,5,90
3,6,60
3,16,59
3,17,12
3,24,89
3,32,98
2,4,71
2,5,12
3,40,3
3,41,53
3,59,77
3,64,25
3,84,57
3,88,75
5,8,32
5,12,53
2,8,46
2,9,8
5,13,33
5,16,39
5,21,29
5,22,80
2,12,22
5,26,91
5,34,24
2,13,14
5,38,14
2,16,83
2,18,80
5,40,57
5,50,71
5,56,12
2,32,23
2,37,25
5,68,46
2,40,39
5,80,8
2,41,81
2,48,36
2,57,27
2,64,78
2,66,91
2,72,31
2,77,7
2,104,67
5,88,22
5,99,14
4,0,88
4,1,81
7,0,83
7,18,80
4,2,50
7,50,23
4,6,92
4,7,13
7,64,25
4,8,89
9,0,39
9,2,81
4,10,20
4,16,44
9,7,36
4,18,31
9,8,27
4,32,95
9,10,78
9,17,91
4,33,58
4,41,87
4,42,66
9,20,31
9,32,7
4,44,69
9,48,67
4,48,85
9,50,88
4,49,25
4,52,90
9,64,81
9,66,50
4,62,98
4,63,8
11,0,92
4,64,69
11,8,13
4,65,73
11,116,89
13,0,20
4,66,32
4,72,59
4,75,5
4,80,19
4,81,85
13,18,44
13,24,31
4,96,83
13,64,95
4,98,9
13,74,58
4,100,15
13,90,87
15,0,66
4,104,89
4,106,28
6,0,54
17,0,69
6,3,21
17,2,85
17,7,25
6,4,77
17,12,90
6,5,97
6,13,33
6,19,65
6,20,68
6,40,77
6,56,96
6,57,63
6,64,86
17,20,98
17,41,8
17,68,69
17,97,73
21,0,32
6,66,34
6,72,80
21,2,59
8,0,54
21,3,5
21,5,19
8,2,18
21,16,85
21,24,83
8,4,4
21,60,9
8,6,95
8,10,68
21,92,15
8,16,11
23,0,89
23,1,28
8,17,15
8,18,40
23,45,54
25,0,21
8,22,94
25,3,77
8,32,73
8,34,44
25,20,97
8,37,65
8,40,9
27,0,33
29,0,65
8,44,78
33,0,68
8,49,73
8,50,75
33,2,77
8,60,18
33,3,96
33,4,63
8,64,52
8,65,81
33,6,86
8,84,38
33,8,34
33,9,80
8,98,29
8,101,77
33,24,54
10,0,23
10,1,45
33,32,18
33,48,4
10,2,45
10,3,51
10,5,92
10,8,59
10,16,36
10,22,26
10,32,38
10,64,41
10,68,43
33,49,95
10,72,41
10,108,35
33,64,68
33,78,11
33,84,15
10,114,62
35,0,40
35,2,94
35,9,73
12,0,52
12,1,1
35,16,44
12,4,1
35,18,65
35,19,9
12,9,97
12,25,73
35,49,78
12,27,97
35,65,73
37,2,75
12,36,61
12,37,33
37,8,18
12,66,74
37,64,52
12,80,86
39,4,81
39,8,38
14,1,59
14,9,92
41,4,29
14,37,37
41,25,77
41,69,23
14,68,39
43,64,45
14,80,81
49,0,45
49,6,51
16,0,65
16,1,68
16,2,3
49,21,92
16,4,62
49,58,59
16,6,64
16,8,53
51,0,36
53,120,26
16,9,53
16,19,22
55,102,38
16,20,88
16,28,78
16,32,59
16,34,28
16,35,73
57,6,41
61,23,43
16,40,99
16,45,14
65,0,41
16,48,34
65,4,35
16,50,2
16,64,14
65,16,62
65,64,52
16,66,87
65,100,1
16,96,99
67,0,1
67,28,97
18,0,38
18,2,35
67,32,73
18,4,59
69,0,97
69,9,61
18,8,22
18,12,8
69,64,33
18,24,96
18,25,81
69,96,74
73,2,86
18,27,51
73,6,59
18,48,33
18,65,71
73,66,92
18,66,84
75,16,37
75,98,39
18,72,49
18,81,38
81,0,81
81,4,65
81,20,68
18,88,86
18,104,10
81,36,3
81,40,62
20,0,1
20,4,91
20,32,63
20,33,22
83,32,64
20,48,78
20,64,92
83,40,53
20,96,80
20,98,58
83,43,53
85,75,22
22,0,16
87,28,88
22,16,31
89,68,78
91,17,59
22,88,23
22,98,50
97,0,28
24,0,84
97,2,73
97,8,99
24,1,89
97,64,14
97,68,34
99,10,2
99,38,14
24,2,88
24,6,82
99,98,87
101,0,99
24,8,78
24,10,22
101,16,38
101,32,35
24,32,93
101,49,59
24,40,100
24,64,81
105,2,22
105,24,8
24,72,88
24,76,32
109,2,96
109,32,81
26,0,84
113,2,51
26,1,72
113,72,33
26,12,2
117,0,71
121,20,84
26,22,67
26,40,21
26,44,40
26,66,52
28,0,30
123,0,49
28,2,40
28,34,42
28,80,92
30,34,14
30,64,72
32,0,36
32,1,45
32,2,81
32,3,51
32,4,75
32,5,55
32,6,52
32,8,59
32,9,43
32,10,39
32,11,92
32,12,73
32,16,12
32,17,36
32,18,72
32,20,93
32,24,76
32,48,3
32,49,28
32,50,47
32,55,4
32,65,94
32,67,19
32,68,95
32,72,97
32,81,49
32,83,87
32,84,39
32,96,92
32,98,100
32,99,62
32,116,27
34,0,96
34,1,94
34,2,30
34,12,23
34,16,48
34,21,81
34,22,33
34,32,43
34,49,72
34,64,24
34,65,15
34,66,83
34,68,12
34,72,86
34,88,27
34,104,87
34,124,40
36,0,54
36,12,85
36,16,95
36,17,99
36,21,4
36,64,90
36,84,96
38,0,4
38,2,28
38,32,86
40,0,95
40,4,27
40,5,47
40,8,74
40,16,74
40,26,92
40,32,3
40,37,96
40,64,39
40,80,35
40,82,28
42,9,81
42,19,6
42,66,4
44,0,47
44,4,41
44,16,15
46,0,32
46,8,19
48,0,53
48,4,23
48,8,73
48,10,37
48,12,18
48,15,71
48,21,92
48,32,59
48,65,18
48,68,95
48,80,86
48,83,3
48,100,42
48,102,64
50,1,1
50,4,67
50,6,89
50,34,92
50,40,21
50,65,85
50,98,31
52,0,55
52,8,12
52,16,63
52,24,13
52,64,15
54,9,10
56,8,5
56,50,81
56,72,93
56,74,23
58,0,85
58,32,68
60,96,47
62,9,22
64,0,85
64,1,70
64,2,65
64,3,95
64,4,87
64,5,12
64,7,32
64,8,90
64,9,53
64,14,47
64,15,90
64,16,19
64,18,35
64,24,82
64,32,39
64,33,71
64,36,64
64,40,45
64,45,83
64,51,78
64,53,57
64,72,49
64,74,87
64,80,13
64,82,82
64,96,32
64,110,36
66,0,66
66,2,99
66,4,82
66,5,39
66,8,35
66,9,51
66,16,4
66,20,29
66,21,38
66,24,15
66,40,12
66,45,79
66,52,19
66,74,10
66,81,20
66,117,89
68,0,44
68,1,1
68,2,79
68,8,67
68,9,16
68,16,23
68,19,49
68,20,94
68,32,32
68,48,49
68,52,32
68,72,44
68,82,82
68,112,63
70,4,79
70,8,48
70,16,61
70,17,13
70,25,86
70,34,95
70,64,15
72,0,41
72,1,75
72,2,52
72,3,7
72,4,38
72,5,82
72,24,77
72,32,47
72,36,2
72,48,65
74,0,43
74,18,54
74,68,43
76,4,9
76,20,70
76,21,66
76,40,9
78,12,15
80,0,49
80,4,57
80,10,46
80,18,92
80,32,39
80,38,9
80,48,23
80,69,38
80,102,21
80,107,35
82,52,75
82,68,16
84,0,49
84,2,68
84,16,42
84,64,53
84,65,26
86,0,80
88,3,86
88,8,3
88,18,78
88,69,39
90,0,67
90,16,20
92,0,93
96,0,10
96,1,28
96,2,14
96,10,27
96,37,88
96,48,28
96,59,75
96,64,45
96,66,73
96,70,18
96,98,35
96,115,33
98,0,40
98,56,24
98,59,54
