1,0,12
1,2,47
1,4,98
1,6,18
1,8,33
1,9,66
1,10,49
1,12,79
1,13,70
1,14,89
1,16,29
1,17,80
1,18,33
1,21,18
1,22,8
1,24,24
source,end,weight
0,1,12
0,2,47
0,3,98
0,4,18
0,5,33
0,6,66
0,8,49
0,9,79
0,10,70
0,11,89
0,12,29
0,16,80
0,17,33
0,18,18
0,20,8
0,22,24
0,24,25
0,28,5
0,31,4
0,32,80
0,33,8
0,34,48
0,35,98
0,36,11
0,37,12
0,38,17
0,40,64
0,42,78
0,46,56
0,47,70
0,48,32
0,50,19
0,51,17
0,56,30
0,57,37
0,58,49
0,60,47
0,61,37
0,64,80
0,65,68
0,66,25
0,68,8
0,70,47
0,72,9
0,73,78
0,74,54
0,76,32
0,80,54
0,81,10
0,82,88
0,84,34
0,86,69
0,87,35
0,96,31
1,32,25
1,35,5
1,36,4
1,42,80
1,44,8
1,48,48
1,49,98
1,52,11
1,55,12
1,56,17
1,64,64
1,65,78
1,67,56
1,68,70
1,70,32
1,74,19
1,76,17
1,78,30
1,82,37
1,88,49
1,96,47
1,98,37
1,104,80
1,112,68
1,128,25
1,129,8
0,100,80
1,130,47
1,132,9
1,133,78
1,144,54
1,146,32
1,147,54
1,155,10
1,162,88
1,164,34
1,201,69
1,208,35
1,226,31
1,244,80
0,102,98
1,256,98
1,257,99
1,258,95
1,259,75
1,260,54
0,104,99
0,106,95
1,262,17
1,264,59
0,112,75
1,265,73
0,113,54
0,114,17
1,268,33
1,270,40
0,124,59
1,288,61
1,296,33
0,128,73
0,129,33
1,313,86
0,130,40
1,320,97
1,322,12
0,131,61
0,132,33
1,325,53
1,328,73
0,133,86
0,134,97
0,136,12
0,137,53
1,356,72
0,138,73
0,140,72
0,141,99
0,142,34
0,143,49
0,144,4
1,384,99
1,388,34
0,146,65
0,148,54
1,394,49
0,150,66
1,416,4
1,425,65
0,152,4
0,154,87
1,448,54
0,160,34
1,465,66
1,512,4
0,163,91
0,164,69
1,513,87
0,166,65
0,168,88
1,516,34
1,520,91
0,169,67
1,521,69
0,171,60
0,172,15
1,532,65
1,538,88
0,176,73
1,544,67
0,180,76
0,182,73
1,545,60
1,552,15
0,192,97
1,576,73
0,193,60
0,194,64
1,600,76
1,610,73
0,196,9
1,620,97
0,200,92
0,204,49
1,626,60
1,640,64
0,205,5
1,641,9
1,658,92
0,206,56
1,662,49
0,208,53
0,209,29
1,680,5
0,212,27
0,228,3
1,704,56
1,708,53
0,231,62
1,713,29
0,240,27
0,248,6
0,256,79
0,257,32
0,258,71
1,736,27
1,760,3
0,259,82
1,768,62
0,260,19
1,770,27
1,771,6
0,261,57
0,262,72
1,772,79
0,264,87
1,776,32
0,265,21
0,266,12
1,802,71
1,806,82
0,268,6
1,815,19
0,269,32
0,272,26
1,816,57
1,821,72
0,273,30
1,844,87
0,274,7
1,868,21
1,896,12
0,275,50
1,970,6
0,276,26
0,278,18
0,283,13
1,984,32
1,994,26
0,288,86
0,290,62
1,1024,30
1,1025,7
0,292,13
1,1026,50
0,293,90
0,294,17
1,1036,26
0,296,65
1,1040,18
1,1042,13
0,297,70
1,1053,86
0,299,95
0,304,67
1,1059,62
1,1072,13
0,305,32
1,1077,90
1,1088,17
1,1095,65
0,306,73
1,1096,70
1,1097,95
1,1152,67
0,320,24
0,321,62
0,322,4
0,326,47
0,328,43
1,1156,32
0,333,22
0,338,3
1,1158,73
0,342,67
0,344,61
1,1170,24
0,362,75
1,1217,62
1,1220,4
0,368,78
1,1256,47
1,1280,43
0,384,18
0,385,7
1,1282,22
0,386,55
1,1288,3
1,1364,67
0,391,47
0,392,65
1,1444,61
0,395,4
1,1448,75
0,404,24
0,405,83
1,1473,78
0,412,16
1,1536,18
1,1537,7
0,416,9
1,1538,55
1,1545,47
0,423,44
0,424,28
1,1558,65
0,440,50
0,448,12
1,1570,4
1,1572,24
0,451,44
1,1600,83
0,452,19
0,454,6
1,1602,16
1,1605,9
0,464,10
1,1618,44
0,472,2
0,480,78
1,1744,28
1,1796,50
0,484,33
0,488,63
0,489,81
0,501,31
1,1800,12
0,512,58
0,513,55
1,1808,44
0,514,33
0,516,24
1,1810,19
0,517,67
3,1,6
0,520,60
0,521,53
3,4,10
3,5,2
0,522,84
3,6,78
0,524,66
3,8,33
3,17,63
0,526,7
3,20,81
0,528,82
0,529,30
3,23,31
0,530,10
0,532,5
3,28,58
3,32,55
0,533,64
3,33,33
3,41,24
0,534,77
0,536,65
3,48,67
0,538,7
3,64,60
0,544,56
3,67,53
3,74,84
0,546,66
0,547,70
3,81,66
0,550,99
3,96,7
3,100,82
0,552,84
0,553,75
3,128,30
0,555,8
0,560,38
3,130,10
3,132,5
0,562,4
0,565,92
3,196,64
0,576,100
3,256,77
0,577,37
0,578,75
3,268,65
3,289,7
0,580,57
3,313,56
0,581,43
0,582,59
0,584,32
0,585,9
3,320,66
0,586,18
3,341,70
3,356,99
0,589,84
0,592,44
3,364,84
3,384,75
0,594,83
0,600,42
0,602,25
3,385,8
0,610,13
0,611,3
0,613,81
0,614,28
3,420,38
0,633,79
3,448,4
3,456,92
0,640,97
0,641,35
3,512,100
0,642,86
3,520,37
0,644,62
0,648,4
3,528,75
3,536,57
0,650,84
3,581,43
0,652,97
0,656,31
3,592,59
3,640,32
0,658,43
0,664,34
3,644,9
0,672,86
3,704,18
3,736,84
0,680,87
0,704,34
3,740,44
3,772,83
0,712,22
0,713,61
3,792,42
0,718,42
0,736,64
3,794,25
3,836,13
0,768,19
3,1024,3
0,774,74
0,776,24
3,1032,81
0,778,37
0,786,9
0,789,67
0,795,71
0,800,51
0,801,43
0,807,83
0,808,5
3,1042,28
0,810,75
0,824,11
3,1090,79
3,1092,97
3,1152,35
3,1162,86
0,832,36
0,836,71
0,838,97
0,840,21
0,849,84
0,852,52
0,896,5
0,898,81
3,1306,62
3,1365,4
0,913,34
0,914,99
3,1536,84
0,915,66
0,920,20
3,1618,97
3,1640,31
0,932,85
0,936,51
3,1652,43
0,938,41
0,946,45
5,0,34
5,4,86
5,6,87
0,969,45
0,1002,57
5,9,34
5,12,22
5,16,61
5,20,42
5,32,64
5,34,19
5,56,74
5,81,24
5,90,37
5,92,9
5,96,67
5,129,71
5,130,51
0,1024,16
0,1025,18
0,1026,80
5,133,43
5,134,83
5,136,5
0,1027,52
0,1028,78
5,137,75
5,151,11
0,1029,99
5,160,36
0,1030,74
0,1032,80
5,166,71
5,192,97
0,1033,93
0,1034,57
5,194,21
5,252,84
0,1036,85
0,1037,68
5,259,52
0,1040,19
0,1042,20
5,260,5
0,1043,90
0,1045,67
5,268,81
5,272,34
0,1048,40
0,1049,26
5,288,99
5,304,66
0,1052,70
0,1056,96
5,318,20
0,1057,58
5,512,85
5,514,51
0,1058,4
0,1060,95
5,524,41
5,544,45
5,556,45
5,572,57
5,589,16
5,680,18
5,770,80
5,808,52
5,961,78
5,1025,99
0,1063,23
0,1064,23
5,1031,74
5,1040,80
5,1104,93
5,1152,57
5,1156,85
0,1066,31
0,1067,26
5,1184,68
0,1069,15
0,1072,28
0,1081,70
0,1088,71
0,1090,43
5,1280,19
5,1283,20
0,1093,39
0,1096,3
5,1297,90
5,1332,67
0,1098,46
0,1099,16
5,1408,40
5,1540,26
0,1100,53
0,1104,19
5,1569,70
5,1664,96
0,1105,48
0,1108,45
5,1792,58
5,1872,4
0,1112,27
0,1117,32
7,0,95
0,1120,64
0,1122,97
7,12,23
7,32,23
0,1124,3
0,1132,6
7,64,31
7,80,26
0,1152,15
0,1153,94
7,144,15
7,145,28
0,1156,31
7,244,70
7,262,71
0,1158,37
0,1160,42
7,274,43
0,1161,88
0,1163,40
7,288,39
7,512,3
0,1169,88
0,1170,62
7,515,46
7,523,16
0,1180,14
0,1184,18
7,538,53
7,576,19
0,1185,87
7,640,48
7,768,45
0,1186,80
0,1192,97
7,856,27
7,928,32
0,1193,8
0,1194,51
7,1052,64
0,1196,91
0,1197,46
7,1056,97
7,1059,3
0,1200,5
0,1204,36
7,1080,6
7,1164,15
0,1206,14
0,1230,57
7,1412,94
0,1232,7
0,1237,61
0,1248,53
0,1249,85
9,0,31
9,1,37
0,1256,44
0,1280,17
9,4,42
0,1281,34
0,1282,46
9,7,88
9,16,40
0,1285,74
0,1287,48
9,18,88
9,32,62
0,1288,91
0,1293,4
9,34,14
9,35,18
0,1298,84
0,1316,32
9,48,87
9,64,80
0,1320,43
9,65,97
0,1324,75
0,1325,19
9,66,8
9,68,51
0,1344,56
0,1345,40
0,1348,89
9,116,91
0,1350,95
0,1365,20
9,132,46
9,148,5
0,1368,85
9,153,36
9,172,14
0,1377,2
0,1378,22
9,228,57
0,1381,76
0,1408,100
9,260,7
0,1410,26
0,1412,63
9,273,61
9,292,53
0,1416,13
0,1426,34
0,1440,69
0,1472,73
0,1515,38
9,296,85
9,322,44
0,1520,6
9,391,17
0,1537,16
0,1542,6
9,457,34
0,1547,39
0,1548,13
9,513,46
9,520,74
0,1552,79
0,1554,38
9,528,48
0,1559,3
9,530,91
9,546,4
0,1560,34
0,1563,74
9,548,84
0,1568,35
0,1599,76
0,1600,100
9,552,32
9,584,43
0,1602,53
0,1609,84
